Entry;Entry name;Status;Protein names;Gene names;Organism
Q9NZ53;PDXL2_HUMAN;reviewed;Podocalyxin-like protein 2 (Endoglycan);PODXL2 UNQ1861/PRO3742;Homo sapiens (Human)
O14917;PCD17_HUMAN;reviewed;Protocadherin-17 (Protocadherin-68);PCDH17 PCDH68 PCH68;Homo sapiens (Human)
Q9UN75;PCDAC_HUMAN;reviewed;Protocadherin alpha-12 (PCDH-alpha-12);PCDHA12;Homo sapiens (Human)
Q9Y5H1;PCDG2_HUMAN;reviewed;Protocadherin gamma-A2 (PCDH-gamma-A2);PCDHGA2;Homo sapiens (Human)
Q9Y5G8;PCDG5_HUMAN;reviewed;Protocadherin gamma-A5 (PCDH-gamma-A5);PCDHGA5;Homo sapiens (Human)
P16234;PGFRA_HUMAN;reviewed;Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a);PDGFRA PDGFR2 RHEPDGFRA;Homo sapiens (Human)
Q9P2E7;PCD10_HUMAN;reviewed;Protocadherin-10;PCDH10 KIAA1400;Homo sapiens (Human)
Q9UN72;PCDA7_HUMAN;reviewed;Protocadherin alpha-7 (PCDH-alpha-7);PCDHA7 CNRS4;Homo sapiens (Human)
Q9Y5H6;PCDA8_HUMAN;reviewed;Protocadherin alpha-8 (PCDH-alpha-8);PCDHA8;Homo sapiens (Human)
Q9Y5E3;PCDB6_HUMAN;reviewed;Protocadherin beta-6 (PCDH-beta-6);PCDHB6;Homo sapiens (Human)
Q9UN67;PCDBA_HUMAN;reviewed;Protocadherin beta-10 (PCDH-beta-10);PCDHB10 UNQ1906/PRO4352;Homo sapiens (Human)
Q9Y5F1;PCDBC_HUMAN;reviewed;Protocadherin beta-12 (PCDH-beta-12);PCDHB12;Homo sapiens (Human)
Q9Y5G9;PCDG4_HUMAN;reviewed;Protocadherin gamma-A4 (PCDH-gamma-A4);PCDHGA4;Homo sapiens (Human)
Q9Y5H3;PCDGA_HUMAN;reviewed;Protocadherin gamma-A10 (PCDH-gamma-A10);PCDHGA10;Homo sapiens (Human)
Q9Y5G2;PCDGE_HUMAN;reviewed;Protocadherin gamma-B2 (PCDH-gamma-B2);PCDHGB2;Homo sapiens (Human)
Q9UN71;PCDGG_HUMAN;reviewed;Protocadherin gamma-B4 (PCDH-gamma-B4) (Cadherin-20) (Fibroblast cadherin-2);PCDHGB4 CDH20 FIB2;Homo sapiens (Human)
P16284;PECA1_HUMAN;reviewed;Platelet endothelial cell adhesion molecule (PECAM-1) (EndoCAM) (GPIIA') (PECA1) (CD antigen CD31);PECAM1;Homo sapiens (Human)
Q969N2;PIGT_HUMAN;reviewed;GPI transamidase component PIG-T (Phosphatidylinositol-glycan biosynthesis class T protein);PIGT CGI-06 PSEC0163 UNQ716/PRO1379;Homo sapiens (Human)
Q9UKJ1;PILRA_HUMAN;reviewed;Paired immunoglobulin-like type 2 receptor alpha (Cell surface receptor FDF03) (Inhibitory receptor PILR-alpha);PILRA;Homo sapiens (Human)
P07202;PERT_HUMAN;reviewed;Thyroid peroxidase (TPO) (EC 1.11.1.8);TPO;Homo sapiens (Human)
Q8IYJ0;PIANP_HUMAN;reviewed;PILR alpha-associated neural protein (PILR-associating neural protein) (Paired immunoglobin-like type 2 receptor-associating neural protein);PIANP C12orf53 PANP UNQ828/PRO1755;Homo sapiens (Human)
P01833;PIGR_HUMAN;reviewed;Polymeric immunoglobulin receptor (PIgR) (Poly-Ig receptor) (Hepatocellular carcinoma-associated protein TB6) [Cleaved into: Secretory component];PIGR;Homo sapiens (Human)
O00168;PLM_HUMAN;reviewed;Phospholemman (FXYD domain-containing ion transport regulator 1);FXYD1 PLM;Homo sapiens (Human)
O00592;PODXL_HUMAN;reviewed;Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1);PODXL PCLP PCLP1;Homo sapiens (Human)
Q13018;PLA2R_HUMAN;reviewed;Secretory phospholipase A2 receptor (PLA2-R) (PLA2R) (180 kDa secretory phospholipase A2 receptor) (C-type lectin domain family 13 member C) (M-type receptor) [Cleaved into: Soluble secretory phospholipase A2 receptor (Soluble PLA2-R) (Soluble PLA2R)];PLA2R1 CLEC13C;Homo sapiens (Human)
Q6P1J6;PLB1_HUMAN;reviewed;"Phospholipase B1, membrane-associated (Phospholipase B) (hPLB) (Phospholipase B/lipase) (PLB/LIP) [Includes: Phospholipase A2 (EC 3.1.1.4); Lysophospholipase (EC 3.1.1.5)]";PLB1 PLB;Homo sapiens (Human)
P40967;PMEL_HUMAN;reviewed;"Melanocyte protein PMEL (ME20-M) (ME20M) (Melanocyte protein Pmel 17) (Melanocytes lineage-specific antigen GP100) (Melanoma-associated ME20 antigen) (P1) (P100) (Premelanosome protein) (Silver locus protein homolog) [Cleaved into: M-alpha (95 kDa melanocyte-specific secreted glycoprotein) (P26) (Secreted melanoma-associated ME20 antigen) (ME20-S) (ME20S); M-beta]";PMEL D12S53E PMEL17 SILV;Homo sapiens (Human)
Q8TEM1;PO210_HUMAN;reviewed;Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa);NUP210 KIAA0906 PSEC0245;Homo sapiens (Human)
Q8IUK5;PLDX1_HUMAN;reviewed;Plexin domain-containing protein 1 (Tumor endothelial marker 3) (Tumor endothelial marker 7);PLXDC1 TEM3 TEM7;Homo sapiens (Human)
Q9UIW2;PLXA1_HUMAN;reviewed;Plexin-A1 (Semaphorin receptor NOV);PLXNA1 NOV PLXN1;Homo sapiens (Human)
Q8TBF5;PIGX_HUMAN;reviewed;Phosphatidylinositol-glycan biosynthesis class X protein (PIG-X);PIGX;Homo sapiens (Human)
Q9UKJ0;PILRB_HUMAN;reviewed;Paired immunoglobulin-like type 2 receptor beta (Activating receptor PILR-beta) (Cell surface receptor FDFACT);PILRB FDFACT PP1551;Homo sapiens (Human)
P08F94;PKHD1_HUMAN;reviewed;Fibrocystin (Polycystic kidney and hepatic disease 1 protein) (Polyductin) (Tigmin);PKHD1 FCYT TIGM1;Homo sapiens (Human)
O15031;PLXB2_HUMAN;reviewed;Plexin-B2 (MM1);PLXNB2 KIAA0315;Homo sapiens (Human)
O60486;PLXC1_HUMAN;reviewed;Plexin-C1 (Virus-encoded semaphorin protein receptor) (CD antigen CD232);PLXNC1 VESPR;Homo sapiens (Human)
O75051;PLXA2_HUMAN;reviewed;Plexin-A2 (Semaphorin receptor OCT);PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235;Homo sapiens (Human)
P51805;PLXA3_HUMAN;reviewed;Plexin-A3 (Plexin-4) (Semaphorin receptor SEX);PLXNA3 PLXN4 SEX;Homo sapiens (Human)
Q8IY17;PLPL6_HUMAN;reviewed;Neuropathy target esterase (EC 3.1.1.5) (Patatin-like phospholipase domain-containing protein 6);PNPLA6 NTE;Homo sapiens (Human)
Q8N131;PORIM_HUMAN;reviewed;Porimin (Keratinocytes-associated transmembrane protein 3) (KCT-3) (Pro-oncosis receptor inducing membrane injury) (Transmembrane protein 123);TMEM123 KCT3 PSEC0111 UNQ641/PRO1271;Homo sapiens (Human)
Q9BZG2;PPAT_HUMAN;reviewed;Testicular acid phosphatase (EC 3.1.3.2);ACPT;Homo sapiens (Human)
P15309;PPAP_HUMAN;reviewed;Prostatic acid phosphatase (PAP) (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (Thiamine monophosphatase) (TMPase) [Cleaved into: PAPf39];ACPP;Homo sapiens (Human)
Q9HCM2;PLXA4_HUMAN;reviewed;Plexin-A4;PLXNA4 KIAA1550 PLXNA4A PLXNA4B UNQ2820/PRO34003;Homo sapiens (Human)
O43157;PLXB1_HUMAN;reviewed;Plexin-B1 (Semaphorin receptor SEP);PLXNB1 KIAA0407 PLXN5 SEP;Homo sapiens (Human)
Q9ULL4;PLXB3_HUMAN;reviewed;Plexin-B3;PLXNB3 KIAA1206 PLXN6;Homo sapiens (Human)
Q86XR5;PRIMA_HUMAN;reviewed;Proline-rich membrane anchor 1 (PRiMA);PRIMA1;Homo sapiens (Human)
Q6UWB4;PRS55_HUMAN;reviewed;Serine protease 55 (EC 3.4.21.-) (Testis serine protease 1) (T-SP1);PRSS55 TSP1 UNQ9391/PRO34284;Homo sapiens (Human)
Q5SGD2;PPM1L_HUMAN;reviewed;Protein phosphatase 1L (EC 3.1.3.16) (Protein phosphatase 1-like) (Protein phosphatase 2C isoform epsilon) (PP2C-epsilon);PPM1L PP2CE;Homo sapiens (Human)
P16471;PRLR_HUMAN;reviewed;Prolactin receptor (PRL-R);PRLR;Homo sapiens (Human)
P08575;PTPRC_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45);PTPRC CD45;Homo sapiens (Human)
P23469;PTPRE_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase epsilon (Protein-tyrosine phosphatase epsilon) (R-PTP-epsilon) (EC 3.1.3.48);PTPRE;Homo sapiens (Human)
Q16849;PTPRN_HUMAN;reviewed;"Receptor-type tyrosine-protein phosphatase-like N (R-PTP-N) (Islet cell antigen 512) (ICA 512) (Islet cell autoantigen 3) (PTP IA-2) [Cleaved into: ICA512-N-terminal fragment (ICA512-NTF); ICA512-transmembrane fragment (ICA512-TMF); ICA512-cleaved cytosolic fragment (ICA512-CCF)]";PTPRN ICA3 ICA512;Homo sapiens (Human)
Q15256;PTPRR_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase R (R-PTP-R) (EC 3.1.3.48) (Ch-1PTPase) (NC-PTPCOM1) (Protein-tyrosine phosphatase PCPTP1);PTPRR ECPTP PTPRQ;Homo sapiens (Human)
Q13332;PTPRS_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma);PTPRS;Homo sapiens (Human)
Q92729;PTPRU_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase J) (PTP-J) (hPTP-J) (Protein-tyrosine phosphatase pi) (PTP pi) (Protein-tyrosine phosphatase receptor omicron) (PTP-RO) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi);PTPRU FMI PCP2 PTPRO;Homo sapiens (Human)
P23471;PTPRZ_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2);PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ;Homo sapiens (Human)
P53801;PTTG_HUMAN;reviewed;Pituitary tumor-transforming gene 1 protein-interacting protein (Pituitary tumor-transforming gene protein-binding factor) (PBF) (PTTG-binding factor);PTTG1IP C21orf1 C21orf3;Homo sapiens (Human)
Q6ISU1;PTCRA_HUMAN;reviewed;Pre T-cell antigen receptor alpha (pT-alpha) (pTa) (pT-alpha-TCR);PTCRA;Homo sapiens (Human)
P23470;PTPRG_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48);PTPRG PTPG;Homo sapiens (Human)
Q9HD43;PTPRH_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase H (R-PTP-H) (EC 3.1.3.48) (Stomach cancer-associated protein tyrosine phosphatase 1) (SAP-1) (Transmembrane-type protein-tyrosine phosphatase type H);PTPRH SAP1;Homo sapiens (Human)
Q15262;PTPRK_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48);PTPRK PTPK;Homo sapiens (Human)
Q16827;PTPRO_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase O (R-PTP-O) (EC 3.1.3.48) (Glomerular epithelial protein 1) (Protein tyrosine phosphatase U2) (PTP-U2) (PTPase U2);PTPRO GLEPP1 PTPU2;Homo sapiens (Human)
O14522;PTPRT_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho);PTPRT KIAA0283;Homo sapiens (Human)
P18433;PTPRA_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48);PTPRA PTPA PTPRL2;Homo sapiens (Human)
P23468;PTPRD_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);PTPRD;Homo sapiens (Human)
P28827;PTPRM_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48);PTPRM PTPRL1;Homo sapiens (Human)
Q9UMZ3;PTPRQ_HUMAN;reviewed;Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.-) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q) (EC 3.1.3.48);PTPRQ;Homo sapiens (Human)
Q13308;PTK7_HUMAN;reviewed;Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7);PTK7 CCK4;Homo sapiens (Human)
Q6UX71;PXDC2_HUMAN;reviewed;Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein);PLXDC2 TEM7R UNQ2514/PRO6003;Homo sapiens (Human)
Q92932;PTPR2_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase N2 (R-PTP-N2) (EC 3.1.3.-) (EC 3.1.3.48) (Islet cell autoantigen-related protein) (IAR) (ICAAR) (Phogrin) [Cleaved into: IA-2beta60];PTPRN2 KIAA0387;Homo sapiens (Human)
P23467;PTPRB_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (EC 3.1.3.48) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP);PTPRB PTPB;Homo sapiens (Human)
P10586;PTPRF_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR);PTPRF LAR;Homo sapiens (Human)
Q12913;PTPRJ_HUMAN;reviewed;Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148);PTPRJ DEP1;Homo sapiens (Human)
P15151;PVR_HUMAN;reviewed;Poliovirus receptor (Nectin-like protein 5) (NECL-5) (CD antigen CD155);PVR PVS;Homo sapiens (Human)
O60894;RAMP1_HUMAN;reviewed;Receptor activity-modifying protein 1 (Calcitonin-receptor-like receptor activity-modifying protein 1) (CRLR activity-modifying protein 1);RAMP1;Homo sapiens (Human)
O60895;RAMP2_HUMAN;reviewed;Receptor activity-modifying protein 2 (Calcitonin-receptor-like receptor activity-modifying protein 2) (CRLR activity-modifying protein 2);RAMP2;Homo sapiens (Human)
Q15109;RAGE_HUMAN;reviewed;Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products);AGER RAGE;Homo sapiens (Human)
Q9NXS2;QPCTL_HUMAN;reviewed;Glutaminyl-peptide cyclotransferase-like protein (EC 2.3.2.5) (Golgi-resident glutaminyl-peptide cyclotransferase) (isoQC) (gQC);QPCTL;Homo sapiens (Human)
O60896;RAMP3_HUMAN;reviewed;Receptor activity-modifying protein 3 (Calcitonin-receptor-like receptor activity-modifying protein 3) (CRLR activity-modifying protein 3);RAMP3;Homo sapiens (Human)
O75787;RENR_HUMAN;reviewed;Renin receptor (ATPase H(+)-transporting lysosomal accessory protein 2) (ATPase H(+)-transporting lysosomal-interacting protein 2) (ER-localized type I transmembrane adaptor) (Embryonic liver differentiation factor 10) (N14F) (Renin/prorenin receptor) (Vacuolar ATP synthase membrane sector-associated protein M8-9) (ATP6M8-9) (V-ATPase M8.9 subunit);ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072;Homo sapiens (Human)
Q8IUW5;RELL1_HUMAN;reviewed;RELT-like protein 1;RELL1 PSEC0162;Homo sapiens (Human)
Q6H3X3;RET1G_HUMAN;reviewed;Retinoic acid early transcript 1G protein (UL-16 binding protein 5) (ULBP5);RAET1G;Homo sapiens (Human)
Q9HCK4;ROBO2_HUMAN;reviewed;Roundabout homolog 2;ROBO2 KIAA1568;Homo sapiens (Human)
Q9ULK6;RN150_HUMAN;reviewed;RING finger protein 150;RNF150 KIAA1214;Homo sapiens (Human)
Q96MS0;ROBO3_HUMAN;reviewed;Roundabout homolog 3 (Roundabout-like protein 3);ROBO3;Homo sapiens (Human)
Q04912;RON_HUMAN;reviewed;"Macrophage-stimulating protein receptor (MSP receptor) (EC 2.7.10.1) (CDw136) (Protein-tyrosine kinase 8) (p185-Ron) (CD antigen CD136) [Cleaved into: Macrophage-stimulating protein receptor alpha chain; Macrophage-stimulating protein receptor beta chain]";MST1R PTK8 RON;Homo sapiens (Human)
Q01973;ROR1_HUMAN;reviewed;Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1);ROR1 NTRKR1;Homo sapiens (Human)
Q01974;ROR2_HUMAN;reviewed;Tyrosine-protein kinase transmembrane receptor ROR2 (EC 2.7.10.1) (Neurotrophic tyrosine kinase, receptor-related 2);ROR2 NTRKR2;Homo sapiens (Human)
P08922;ROS1_HUMAN;reviewed;Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase);ROS1 MCF3 ROS;Homo sapiens (Human)
P04843;RPN1_HUMAN;reviewed;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1);RPN1;Homo sapiens (Human)
Q68DV7;RNF43_HUMAN;reviewed;E3 ubiquitin-protein ligase RNF43 (EC 2.3.2.27) (RING finger protein 43) (RING-type E3 ubiquitin transferase RNF43);RNF43;Homo sapiens (Human)
Q9Y6N7;ROBO1_HUMAN;reviewed;Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1);ROBO1 DUTT1;Homo sapiens (Human)
P34925;RYK_HUMAN;reviewed;Tyrosine-protein kinase RYK (EC 2.7.10.1);RYK JTK5A;Homo sapiens (Human)
Q96BY9;SARAF_HUMAN;reviewed;Store-operated calcium entry-associated regulatory factor (SARAF) (SOCE-associated regulatory factor) (HBV X-transactivated gene 3 protein) (HBV XAg-transactivated protein 3) (Protein FOAP-7) (Transmembrane protein 66);SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499;Homo sapiens (Human)
O60939;SCN2B_HUMAN;reviewed;Sodium channel subunit beta-2;SCN2B UNQ326/PRO386;Homo sapiens (Human)
Q9NY72;SCN3B_HUMAN;reviewed;Sodium channel subunit beta-3;SCN3B KIAA1158;Homo sapiens (Human)
Q5TEA6;SE1L2_HUMAN;reviewed;Protein sel-1 homolog 2 (Suppressor of lin-12-like protein 2) (Sel-1L2);SEL1L2 C20orf50;Homo sapiens (Human)
P31431;SDC4_HUMAN;reviewed;Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein);SDC4;Homo sapiens (Human)
Q8IWT1;SCN4B_HUMAN;reviewed;Sodium channel subunit beta-4;SCN4B;Homo sapiens (Human)
W5XKT8;SACA6_HUMAN;reviewed;Sperm acrosome membrane-associated protein 6 (BACHELOR-like protein);SPACA6 SPACA6P UNQ2487/PRO5774;Homo sapiens (Human)
Q9H3S1;SEM4A_HUMAN;reviewed;Semaphorin-4A (Semaphorin-B) (Sema B);SEMA4A SEMAB SEMB UNQ783/PRO1317;Homo sapiens (Human)
Q92854;SEM4D_HUMAN;reviewed;Semaphorin-4D (A8) (BB18) (GR3) (CD antigen CD100);SEMA4D C9orf164 CD100 SEMAJ;Homo sapiens (Human)
Q9H3T2;SEM6C_HUMAN;reviewed;Semaphorin-6C (Semaphorin-Y) (Sema Y);SEMA6C KIAA1869 SEMAY;Homo sapiens (Human)
P21583;SCF_HUMAN;reviewed;Kit ligand (Mast cell growth factor) (MGF) (Stem cell factor) (SCF) (c-Kit ligand) [Cleaved into: Soluble KIT ligand (sKITLG)];KITLG MGF SCF;Homo sapiens (Human)
Q9HBV2;SACA1_HUMAN;reviewed;Sperm acrosome membrane-associated protein 1 (Sperm acrosomal membrane-associated protein 32);SPACA1 SAMP32;Homo sapiens (Human)
Q8NFY4;SEM6D_HUMAN;reviewed;Semaphorin-6D;SEMA6D KIAA1479;Homo sapiens (Human)
P34741;SDC2_HUMAN;reviewed;Syndecan-2 (SYND2) (Fibroglycan) (Heparan sulfate proteoglycan core protein) (HSPG) (CD antigen CD362);SDC2 HSPG1;Homo sapiens (Human)
Q9NPR2;SEM4B_HUMAN;reviewed;Semaphorin-4B;SEMA4B KIAA1745 SEMAC UNQ749/PRO1480;Homo sapiens (Human)
P18827;SDC1_HUMAN;reviewed;Syndecan-1 (SYND1) (CD antigen CD138);SDC1 SDC;Homo sapiens (Human)
Q8N114;SHSA5_HUMAN;reviewed;Protein shisa-5 (Putative NF-kappa-B-activating protein 120) (Scotin);SHISA5 SCOTIN PSEC0133;Homo sapiens (Human)
O15389;SIGL5_HUMAN;reviewed;Sialic acid-binding Ig-like lectin 5 (Siglec-5) (CD33 antigen-like 2) (Obesity-binding protein 2) (OB-BP2) (OB-binding protein 2) (CD antigen CD170);SIGLEC5 CD33L2 OBBP2;Homo sapiens (Human)
Q8IW52;SLIK4_HUMAN;reviewed;SLIT and NTRK-like protein 4;SLITRK4;Homo sapiens (Human)
Q7Z5N4;SDK1_HUMAN;reviewed;Protein sidekick-1;SDK1;Homo sapiens (Human)
Q58EX2;SDK2_HUMAN;reviewed;Protein sidekick-2;SDK2 KIAA1514;Homo sapiens (Human)
Q9C0C4;SEM4C_HUMAN;reviewed;Semaphorin-4C;SEMA4C KIAA1739 SEMAI UNQ5855/PRO34487;Homo sapiens (Human)
O95754;SEM4F_HUMAN;reviewed;Semaphorin-4F (Semaphorin-M) (Sema M) (Semaphorin-W) (Sema W);SEMA4F SEMAM SEMAW;Homo sapiens (Human)
Q13591;SEM5A_HUMAN;reviewed;Semaphorin-5A (Semaphorin-F) (Sema F);SEMA5A SEMAF;Homo sapiens (Human)
Q96DD7;SHSA4_HUMAN;reviewed;Protein shisa-4 (Transmembrane protein 58);SHISA4 C1orf40 TMEM58 UNQ583/PRO1153;Homo sapiens (Human)
Q9BYH1;SE6L1_HUMAN;reviewed;Seizure 6-like protein;SEZ6L KIAA0927 UNQ2542/PRO6094;Homo sapiens (Human)
Q9NTN9;SEM4G_HUMAN;reviewed;Semaphorin-4G;SEMA4G KIAA1619;Homo sapiens (Human)
Q9H2E6;SEM6A_HUMAN;reviewed;Semaphorin-6A (Semaphorin VIA) (Sema VIA) (Semaphorin-6A-1) (SEMA6A-1);SEMA6A KIAA1368 SEMAQ;Homo sapiens (Human)
Q9H3T3;SEM6B_HUMAN;reviewed;Semaphorin-6B (Semaphorin-Z) (Sema Z);SEMA6B SEMAN SEMAZ UNQ1907/PRO4353;Homo sapiens (Human)
O75056;SDC3_HUMAN;reviewed;Syndecan-3 (SYND3);SDC3 KIAA0468;Homo sapiens (Human)
P78324;SHPS1_HUMAN;reviewed;Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a);SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP;Homo sapiens (Human)
Q6ZSJ9;SHSA6_HUMAN;reviewed;Protein shisa-6 homolog;SHISA6;Homo sapiens (Human)
Q96PQ1;SIG12_HUMAN;reviewed;Sialic acid-binding Ig-like lectin 12 (Siglec-12) (Sialic acid-binding Ig-like lectin-like 1) (Siglec-L1);SIGLEC12 SIGLECL1 SLG UNQ9215/PRO34042;Homo sapiens (Human)
Q6ZMC9;SIG15_HUMAN;reviewed;Sialic acid-binding Ig-like lectin 15 (Siglec-15) (CD33 antigen-like 3);SIGLEC15 CD33L3;Homo sapiens (Human)
Q9Y286;SIGL7_HUMAN;reviewed;Sialic acid-binding Ig-like lectin 7 (Siglec-7) (Adhesion inhibitory receptor molecule 1) (AIRM-1) (CDw328) (D-siglec) (QA79 membrane protein) (p75) (CD antigen CD328);SIGLEC7 AIRM1;Homo sapiens (Human)
Q07699;SCN1B_HUMAN;reviewed;Sodium channel subunit beta-1;SCN1B;Homo sapiens (Human)
Q8WVN6;SCTM1_HUMAN;reviewed;Secreted and transmembrane protein 1 (Protein K-12);SECTM1 K12;Homo sapiens (Human)
Q9UBV2;SE1L1_HUMAN;reviewed;Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L);SEL1L TSA305 UNQ128/PRO1063;Homo sapiens (Human)
Q6UXD5;SE6L2_HUMAN;reviewed;Seizure 6-like protein 2;SEZ6L2 PSK UNQ1903/PRO4349;Homo sapiens (Human)
Q14242;SELPL_HUMAN;reviewed;P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162);SELPLG;Homo sapiens (Human)
Q16586;SGCA_HUMAN;reviewed;Alpha-sarcoglycan (Alpha-SG) (50 kDa dystrophin-associated glycoprotein) (50DAG) (Adhalin) (Dystroglycan-2);SGCA ADL DAG2;Homo sapiens (Human)
O43699;SIGL6_HUMAN;reviewed;Sialic acid-binding Ig-like lectin 6 (Siglec-6) (CD33 antigen-like 1) (CDw327) (Obesity-binding protein 1) (OB-BP1) (CD antigen CD327);SIGLEC6 CD33L CD33L1 OBBP1;Homo sapiens (Human)
Q9UIB8;SLAF5_HUMAN;reviewed;SLAM family member 5 (Cell surface antigen MAX.3) (Hly9-beta) (Leukocyte differentiation antigen CD84) (Signaling lymphocytic activation molecule 5) (CD antigen CD84);CD84 SLAMF5;Homo sapiens (Human)
B4DS77;SHSA9_HUMAN;reviewed;Protein shisa-9;SHISA9;Homo sapiens (Human)
Q96RL6;SIG11_HUMAN;reviewed;Sialic acid-binding Ig-like lectin 11 (Sialic acid-binding lectin 11) (Siglec-11);SIGLEC11 UNQ9222/PRO28718;Homo sapiens (Human)
Q08ET2;SIG14_HUMAN;reviewed;Sialic acid-binding Ig-like lectin 14 (Siglec-14);SIGLEC14 UNQ294/PRO333;Homo sapiens (Human)
