Entry;Entry name;Status;Protein names;Gene names;Organism
Q8IXK2;GLT12_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 12 (EC 2.4.1.41) (Polypeptide GalNAc transferase 12) (GalNAc-T12) (pp-GaNTase 12) (Protein-UDP acetylgalactosaminyltransferase 12) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 12);GALNT12;Homo sapiens (Human)
Q7Z4T8;GLTL5_HUMAN;reviewed;Inactive polypeptide N-acetylgalactosaminyltransferase-like protein 5 (Polypeptide GalNAc transferase 15) (GalNAc-T15) (pp-GaNTase 15) (Protein-UDP acetylgalactosaminyltransferase 15) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 15);GALNTL5 GALNT15;Homo sapiens (Human)
Q8N0V5;GNT2A_HUMAN;reviewed;N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase (N-acetylglucosaminyltransferase) (EC 2.4.1.150) (I-branching enzyme) (IGNT);GCNT2 GCNT5 II NACGT1;Homo sapiens (Human)
Q96MM7;H6ST2_HUMAN;reviewed;Heparan-sulfate 6-O-sulfotransferase 2 (HS6ST-2) (EC 2.8.2.-);HS6ST2 PSEC0092;Homo sapiens (Human)
O60243;H6ST1_HUMAN;reviewed;Heparan-sulfate 6-O-sulfotransferase 1 (HS6ST-1) (EC 2.8.2.-);HS6ST1 HS6ST;Homo sapiens (Human)
P05981;HEPS_HUMAN;reviewed;"Serine protease hepsin (EC 3.4.21.106) (Transmembrane protease serine 1) [Cleaved into: Serine protease hepsin non-catalytic chain; Serine protease hepsin catalytic chain]";HPN TMPRSS1;Homo sapiens (Human)
Q4G148;GXLT1_HUMAN;reviewed;Glucoside xylosyltransferase 1 (EC 2.4.2.n2) (Glycosyltransferase 8 domain-containing protein 3);GXYLT1 GLT8D3;Homo sapiens (Human)
Q8IZP7;H6ST3_HUMAN;reviewed;Heparan-sulfate 6-O-sulfotransferase 3 (HS6ST-3) (EC 2.8.2.-);HS6ST3;Homo sapiens (Human)
Q7LGA3;HS2ST_HUMAN;reviewed;Heparan sulfate 2-O-sulfotransferase 1 (2-O-sulfotransferase) (2OST) (EC 2.8.2.-);HS2ST1 HS2ST KIAA0448;Homo sapiens (Human)
Q96QI5;HS3S6_HUMAN;reviewed;Heparan sulfate glucosamine 3-O-sulfotransferase 6 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 6) (3-OST-6) (Heparan sulfate 3-O-sulfotransferase 6) (h3-OST-6);HS3ST6 HS3ST5;Homo sapiens (Human)
Q8IZT8;HS3S5_HUMAN;reviewed;Heparan sulfate glucosamine 3-O-sulfotransferase 5 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 5) (3-OST-5) (Heparan sulfate 3-O-sulfotransferase 5) (h3-OST-5);HS3ST5 3OST5 HS3OST5;Homo sapiens (Human)
Q9Y662;HS3SB_HUMAN;reviewed;Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3B1) (3-OST-3B) (Heparan sulfate 3-O-sulfotransferase 3B1) (h3-OST-3B);HS3ST3B1 3OST3B1 HS3ST3B;Homo sapiens (Human)
Q9Y663;HS3SA_HUMAN;reviewed;Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1) (3-OST-3A) (Heparan sulfate 3-O-sulfotransferase 3A1) (h3-OST-3A);HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180;Homo sapiens (Human)
Q01628;IFM3_HUMAN;reviewed;Interferon-induced transmembrane protein 3 (Dispanin subfamily A member 2b) (DSPA2b) (Interferon-inducible protein 1-8U);IFITM3;Homo sapiens (Human)
Q9Y278;HS3S2_HUMAN;reviewed;Heparan sulfate glucosamine 3-O-sulfotransferase 2 (EC 2.8.2.29) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 2) (3-OST-2) (Heparan sulfate 3-O-sulfotransferase 2) (h3-OST-2);HS3ST2 3OST2 UNQ2442/PRO5004;Homo sapiens (Human)
P07099;HYEP_HUMAN;reviewed;Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase);EPHX1 EPHX EPOX;Homo sapiens (Human)
P46695;IEX1_HUMAN;reviewed;Radiation-inducible immediate-early gene IEX-1 (Differentiation-dependent gene 2 protein) (Protein DIF-2) (Immediate early protein GLY96) (Immediate early response 3 protein) (PACAP-responsive gene 1 protein) (Protein PRG1);IER3 DIF2 IEX1 PRG1;Homo sapiens (Human)
Q9Y661;HS3S4_HUMAN;reviewed;Heparan sulfate glucosamine 3-O-sulfotransferase 4 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 4) (3-OST-4) (Heparan sulfate 3-O-sulfotransferase 4) (h3-OST-4);HS3ST4 3OST4;Homo sapiens (Human)
P55073;IOD3_HUMAN;reviewed;Thyroxine 5-deiodinase (EC 1.21.99.3) (5DIII) (DIOIII) (Type 3 DI) (Type III iodothyronine deiodinase);DIO3 ITDI3 TXDI3;Homo sapiens (Human)
Q9NX62;IMPA3_HUMAN;reviewed;Inositol monophosphatase 3 (IMP 3) (IMPase 3) (EC 3.1.3.25) (EC 3.1.3.7) (Golgi 3-prime phosphoadenosine 5-prime phosphate 3-prime phosphatase) (Golgi-resident PAP phosphatase) (gPAPP) (Inositol monophosphatase domain-containing protein 1) (Inositol-1(or 4)-monophosphatase 3) (Myo-inositol monophosphatase A3);IMPAD1 IMPA3;Homo sapiens (Human)
O43736;ITM2A_HUMAN;reviewed;Integral membrane protein 2A (Protein E25);ITM2A UNQ603/PRO1189;Homo sapiens (Human)
Q9NQX7;ITM2C_HUMAN;reviewed;Integral membrane protein 2C (Cerebral protein 14) (Transmembrane protein BRI3) [Cleaved into: CT-BRI3];ITM2C BRI3 hucep-14 NPD018 PSEC0047;Homo sapiens (Human)
Q9Y287;ITM2B_HUMAN;reviewed;"Integral membrane protein 2B (Immature BRI2) (imBRI2) (Protein E25B) (Transmembrane protein BRI) (Bri) [Cleaved into: BRI2, membrane form (Mature BRI2) (mBRI2); BRI2 intracellular domain (BRI2 ICD); BRI2C, soluble form; Bri23 peptide (Bri2-23) (ABri23) (C-terminal peptide) (P23 peptide)]";ITM2B BRI BRI2;Homo sapiens (Human)
Q9NZS2;KLRF1_HUMAN;reviewed;Killer cell lectin-like receptor subfamily F member 1 (Lectin-like receptor F1) (Activating coreceptor NKp80) (C-type lectin domain family 5 member C);KLRF1 CLEC5C ML;Homo sapiens (Human)
Q96E93;KLRG1_HUMAN;reviewed;Killer cell lectin-like receptor subfamily G member 1 (C-type lectin domain family 15 member A) (ITIM-containing receptor MAFA-L) (MAFA-like receptor) (Mast cell function-associated antigen);KLRG1 CLEC15A MAFA MAFAL;Homo sapiens (Human)
Q6NSJ0;K1161_HUMAN;reviewed;Uncharacterized family 31 glucosidase KIAA1161 (EC 3.2.1.-);KIAA1161;Homo sapiens (Human)
P23276;KELL_HUMAN;reviewed;Kell blood group glycoprotein (EC 3.4.24.-) (CD antigen CD238);KEL;Homo sapiens (Human)
D3W0D1;KLRF2_HUMAN;reviewed;Killer cell lectin-like receptor subfamily F member 2 (Lectin-like receptor F2) (Activating coreceptor NKp65);KLRF2;Homo sapiens (Human)
P42167;LAP2B_HUMAN;reviewed;"Lamina-associated polypeptide 2, isoforms beta/gamma (Thymopoietin, isoforms beta/gamma) (TP beta/gamma) (Thymopoietin-related peptide isoforms beta/gamma) (TPRP isoforms beta/gamma) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]";TMPO LAP2;Homo sapiens (Human)
O95461;LARG1_HUMAN;reviewed;"LARGE xylosyl- and glucuronyltransferase 1 (EC 2.4.-.-) (Acetylglucosaminyltransferase-like 1A) (Glycosyltransferase-like protein) [Includes: Xylosyltransferase LARGE (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE (EC 2.4.1.-)]";LARGE1 KIAA0609 LARGE;Homo sapiens (Human)
Q86UP2;KTN1_HUMAN;reviewed;Kinectin (CG-1 antigen) (Kinesin receptor);KTN1 CG1 KIAA0004;Homo sapiens (Human)
Q96AG4;LRC59_HUMAN;reviewed;Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34);LRRC59 PRO1855;Homo sapiens (Human)
Q16706;MA2A1_HUMAN;reviewed;Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase);MAN2A1 MANA2;Homo sapiens (Human)
Q9UEW3;MARCO_HUMAN;reviewed;Macrophage receptor MARCO (Macrophage receptor with collagenous structure) (Scavenger receptor class A member 2);MARCO SCARA2;Homo sapiens (Human)
Q5VSG8;MANEL_HUMAN;reviewed;Glycoprotein endo-alpha-1,2-mannosidase-like protein (EC 3.2.1.-);MANEAL;Homo sapiens (Human)
O60476;MA1A2_HUMAN;reviewed;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB (EC 3.2.1.113) (Mannosidase alpha class 1A member 2) (Processing alpha-1,2-mannosidase IB) (Alpha-1,2-mannosidase IB);MAN1A2 MAN1B;Homo sapiens (Human)
P21757;MSRE_HUMAN;reviewed;Macrophage scavenger receptor types I and II (Macrophage acetylated LDL receptor I and II) (Scavenger receptor class A member 1) (CD antigen CD204);MSR1 SCARA1;Homo sapiens (Human)
Q13724;MOGS_HUMAN;reviewed;Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I);MOGS GCS1;Homo sapiens (Human)
O75900;MMP23_HUMAN;reviewed;Matrix metalloproteinase-23 (MMP-23) (EC 3.4.24.-) (Femalysin) (MIFR-1) (Matrix metalloproteinase-21) (MMP-21) (Matrix metalloproteinase-22) (MMP-22) [Cleaved into: Matrix metalloproteinase-23, soluble form];"MMP23A MMP21; MMP23B MMP21 MMP22";Homo sapiens (Human)
P49641;MA2A2_HUMAN;reviewed;Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase);MAN2A2 MANA2X;Homo sapiens (Human)
P33908;MA1A1_HUMAN;reviewed;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA (EC 3.2.1.113) (Man(9)-alpha-mannosidase) (Man9-mannosidase) (Mannosidase alpha class 1A member 1) (Processing alpha-1,2-mannosidase IA) (Alpha-1,2-mannosidase IA);MAN1A1;Homo sapiens (Human)
Q9UKM7;MA1B1_HUMAN;reviewed;Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1);MAN1B1 UNQ747/PRO1477;Homo sapiens (Human)
Q8IX19;MCEM1_HUMAN;reviewed;Mast cell-expressed membrane protein 1;MCEMP1 C19orf59;Homo sapiens (Human)
Q9BY79;MFRP_HUMAN;reviewed;Membrane frizzled-related protein (Membrane-type frizzled-related protein);MFRP;Homo sapiens (Human)
Q9UM21;MGT4A_HUMAN;reviewed;Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa) (GlcNAc-T IVa) (GnT-IVa) (N-acetylglucosaminyltransferase IVa) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa) [Cleaved into: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form];MGAT4A;Homo sapiens (Human)
Q9UQ53;MGT4B_HUMAN;reviewed;Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVb) (GlcNAc-T IVb) (GnT-IVb) (N-acetylglucosaminyltransferase IVb) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVb);MGAT4B UNQ906/PRO1927;Homo sapiens (Human)
A6NG13;MGT4D_HUMAN;reviewed;Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D (N-acetylglucosaminyltransferase MGAT1 inhibitory protein) (GlcNAcT-I inhibitory protein) (GnT1IP);MGAT4D;Homo sapiens (Human)
Q3V5L5;MGT5B_HUMAN;reviewed;Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B (EC 2.4.1.-) (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase B) (GlcNAc-T Vb) (GNT-Vb) (hGnTVb) (Mannoside acetylglucosaminyltransferase 5B) (N-acetylglucosaminyl-transferase Vb) (N-acetylglucosaminyltransferase IX) (GNT-IX);MGAT5B KIAA2008;Homo sapiens (Human)
Q5SRI9;MANEA_HUMAN;reviewed;Glycoprotein endo-alpha-1,2-mannosidase (Endo-alpha mannosidase) (Endomannosidase) (hEndo) (EC 3.2.1.130) (Mandaselin);MANEA;Homo sapiens (Human)
Q9NR34;MA1C1_HUMAN;reviewed;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC (EC 3.2.1.113) (HMIC) (Mannosidase alpha class 1C member 1) (Processing alpha-1,2-mannosidase IC) (Alpha-1,2-mannosidase IC);MAN1C1 MAN1A3 MAN1C;Homo sapiens (Human)
Q5VT66;MARC1_HUMAN;reviewed;Mitochondrial amidoxime-reducing component 1 (mARC1) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 1) (MOSC domain-containing protein 1) (Moco sulfurase C-terminal domain-containing protein 1);MARC1 MOSC1;Homo sapiens (Human)
P26572;MGAT1_HUMAN;reviewed;Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I);MGAT1 GGNT1 GLCT1 GLYT1 MGAT;Homo sapiens (Human)
Q495T6;MMEL1_HUMAN;reviewed;Membrane metallo-endopeptidase-like 1 (EC 3.4.24.11) (Membrane metallo-endopeptidase-like 2) (NEP2(m)) (Neprilysin II) (NEPII) (Neprilysin-2) (NEP2) (NL2) [Cleaved into: Membrane metallo-endopeptidase-like 1, soluble form (Neprilysin-2 secreted) (NEP2(s))];MMEL1 MELL1 MMEL2 NEP2;Homo sapiens (Human)
Q9UBM8;MGT4C_HUMAN;reviewed;Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C (EC 2.4.1.145) (N-acetylglucosaminyltransferase IV homolog) (hGnT-IV-H) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVc) (GlcNAc-T IVc) (GnT-IVc) (N-acetylglucosaminyltransferase IVc) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVc);MGAT4C;Homo sapiens (Human)
Q09328;MGT5A_HUMAN;reviewed;Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase) (GlcNAc-T V) (GNT-V) (Mannoside acetylglucosaminyltransferase 5) (N-acetylglucosaminyl-transferase V);MGAT5 GGNT5;Homo sapiens (Human)
Q09327;MGAT3_HUMAN;reviewed;Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase (EC 2.4.1.144) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III) (GNT-III) (GlcNAc-T III) (N-acetylglucosaminyltransferase III);MGAT3 GGNT3;Homo sapiens (Human)
O43451;MGA_HUMAN;reviewed;"Maltase-glucoamylase, intestinal [Includes: Maltase (EC 3.2.1.20) (Alpha-glucosidase); Glucoamylase (EC 3.2.1.3) (Glucan 1,4-alpha-glucosidase)]";MGAM MGA MGAML;Homo sapiens (Human)
O00587;MFNG_HUMAN;reviewed;Beta-1,3-N-acetylglucosaminyltransferase manic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase);MFNG;Homo sapiens (Human)
Q10469;MGAT2_HUMAN;reviewed;Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.143) (Beta-1,2-N-acetylglucosaminyltransferase II) (GlcNAc-T II) (GNT-II) (Mannoside acetylglucosaminyltransferase 2) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase II);MGAT2;Homo sapiens (Human)
Q9UHF3;NAT8B_HUMAN;reviewed;Putative N-acetyltransferase 8B (EC 2.3.1.-) (Acetyltransferase 1) (ATase1) (Camello-like protein 2);NAT8B CML2;Homo sapiens (Human)
Q58DX5;NADL2_HUMAN;reviewed;Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2);NAALADL2;Homo sapiens (Human)
Q9UHE5;NAT8_HUMAN;reviewed;N-acetyltransferase 8 (EC 2.3.1.-) (Acetyltransferase 2) (ATase2) (Camello-like protein 1) (Cysteinyl-conjugate N-acetyltransferase) (CCNAT) (EC 2.3.1.80);NAT8 CML1 GLA TSC501;Homo sapiens (Human)
Q9H3R1;NDST4_HUMAN;reviewed;"Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 4) (NDST-4) (N-heparan sulfate sulfotransferase 4) (N-HSST 4) [Includes: Heparan sulfate N-deacetylase 4 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 4 (EC 2.8.2.-)]";NDST4 HSST4;Homo sapiens (Human)
Q9UQQ1;NALDL_HUMAN;reviewed;N-acetylated-alpha-linked acidic dipeptidase-like protein (NAALADase L) (EC 3.4.17.21) (100 kDa ileum brush border membrane protein) (I100) (Ileal dipeptidylpeptidase);NAALADL1 NAALADASEL NAALADL;Homo sapiens (Human)
Q7Z412;PEX26_HUMAN;reviewed;Peroxisome assembly protein 26 (Peroxin-26);PEX26;Homo sapiens (Human)
Q8NF37;PCAT1_HUMAN;reviewed;Lysophosphatidylcholine acyltransferase 1 (LPC acyltransferase 1) (LPCAT-1) (LysoPC acyltransferase 1) (EC 2.3.1.23) (1-acylglycerophosphocholine O-acyltransferase) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 2) (Phosphonoformate immuno-associated protein 3);LPCAT1 AYTL2 PFAAP3;Homo sapiens (Human)
P78562;PHEX_HUMAN;reviewed;Phosphate-regulating neutral endopeptidase (EC 3.4.24.-) (Metalloendopeptidase homolog PEX) (Vitamin D-resistant hypophosphatemic rickets protein) (X-linked hypophosphatemia protein) (HYP);PHEX PEX;Homo sapiens (Human)
Q8NAT1;PMGT2_HUMAN;reviewed;Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (POMGnT2) (EC 2.4.1.-) (Extracellular O-linked N-acetylglucosamine transferase-like) (Glycosyltransferase-like domain-containing protein 2);POMGNT2 AGO61 C3orf39 EOGTL GTDC2;Homo sapiens (Human)
Q9NST1;PLPL3_HUMAN;reviewed;Patatin-like phospholipase domain-containing protein 3 (EC 3.1.1.3) (Acylglycerol O-acyltransferase) (EC 2.3.1.-) (Adiponutrin) (Calcium-independent phospholipase A2-epsilon) (iPLA2-epsilon);PNPLA3 ADPN C22orf20;Homo sapiens (Human)
Q9NRQ2;PLS4_HUMAN;reviewed;Phospholipid scramblase 4 (PL scramblase 4) (Ca(2+)-dependent phospholipid scramblase 4) (Cell growth-inhibiting gene 43 protein) (TRA1);PLSCR4 GIG43;Homo sapiens (Human)
Q8WZA1;PMGT1_HUMAN;reviewed;Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 (POMGnT1) (EC 2.4.1.-) (UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2) (GnT I.2);POMGNT1 MGAT1.2 UNQ746/PRO1475;Homo sapiens (Human)
Q8IV08;PLD3_HUMAN;reviewed;Phospholipase D3 (PLD 3) (EC 3.1.4.4) (Choline phosphatase 3) (HindIII K4L homolog) (Hu-K4) (Phosphatidylcholine-hydrolyzing phospholipase D3);PLD3;Homo sapiens (Human)
Q9NRY6;PLS3_HUMAN;reviewed;Phospholipid scramblase 3 (PL scramblase 3) (Ca(2+)-dependent phospholipid scramblase 3);PLSCR3;Homo sapiens (Human)
Q9BX97;PLVAP_HUMAN;reviewed;Plasmalemma vesicle-associated protein (Fenestrated endothelial-linked structure protein) (Plasmalemma vesicle protein 1) (PV-1);PLVAP FELS PV1;Homo sapiens (Human)
Q9NRY7;PLS2_HUMAN;reviewed;Phospholipid scramblase 2 (PL scramblase 2) (Ca(2+)-dependent phospholipid scramblase 2);PLSCR2;Homo sapiens (Human)
Q96AD5;PLPL2_HUMAN;reviewed;Patatin-like phospholipase domain-containing protein 2 (EC 3.1.1.3) (Adipose triglyceride lipase) (Calcium-independent phospholipase A2) (Desnutrin) (IPLA2-zeta) (Pigment epithelium-derived factor) (TTS2.2) (Transport-secretion protein 2) (TTS2);PNPLA2 ATGL FP17548;Homo sapiens (Human)
Q8TE99;PXYP1_HUMAN;reviewed;2-phosphoxylose phosphatase 1 (EC 3.1.3.-) (Acid phosphatase-like protein 2) (Xylosyl phosphatase) (epididymis luminal protein 124);PXYLP1 ACPL2 HEL124 XYLP UNQ370/PRO706;Homo sapiens (Human)
Q8TC12;RDH11_HUMAN;reviewed;Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1);RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82;Homo sapiens (Human)
Q9Y644;RFNG_HUMAN;reviewed;Beta-1,3-N-acetylglucosaminyltransferase radical fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase);RFNG;Homo sapiens (Human)
Q8IXA5;SACA3_HUMAN;reviewed;"Sperm acrosome membrane-associated protein 3 (Cancer/testis antigen 54) (CT54) (Lysozyme-like acrosomal sperm-specific secretory protein ALLP-17) (Lysozyme-like protein 3) (Sperm lysozyme-like protein 1) (Sperm protein reactive with antisperm antibodies) (Sperm protein reactive with ASA) [Cleaved into: Sperm acrosome membrane-associated protein 3, membrane form; Sperm acrosome membrane-associated protein 3, processed form]";SPACA3 LYC3 LYZL3 SLLP1 SPRASA UNQ424/PRO862;Homo sapiens (Human)
P67812;SC11A_HUMAN;reviewed;Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18);SEC11A SEC11L1 SPC18 SPCS4A;Homo sapiens (Human)
Q9BY50;SC11C_HUMAN;reviewed;Signal peptidase complex catalytic subunit SEC11C (EC 3.4.21.89) (Microsomal signal peptidase 21 kDa subunit) (SPase 21 kDa subunit) (SEC11 homolog C) (SEC11-like protein 3) (SPC21);SEC11C SEC11L3 SPC21 SPCS4C;Homo sapiens (Human)
Q6AZY7;SCAR3_HUMAN;reviewed;Scavenger receptor class A member 3 (Cellular stress response gene protein);SCARA3 CSR;Homo sapiens (Human)
Q6ZMJ2;SCAR5_HUMAN;reviewed;Scavenger receptor class A member 5 (Scavenger receptor hlg);SCARA5 UNQ2938/PRO28700;Homo sapiens (Human)
P0C7V7;SC11B_HUMAN;reviewed;Putative signal peptidase complex catalytic subunit SEC11B (EC 3.4.21.89) (SEC11 homolog B) (SEC11-like protein 2);SEC11B SEC11L2 SPCS4B;Homo sapiens (Human)
A6NLE4;SIM23_HUMAN;reviewed;Small integral membrane protein 23;SMIM23 C5orf50;Homo sapiens (Human)
Q9NSC7;SIA7A_HUMAN;reviewed;Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (EC 2.4.99.3) (GalNAc alpha-2,6-sialyltransferase I) (ST6GalNAc I) (ST6GalNAcI) (Sialyltransferase 7A) (SIAT7-A);ST6GALNAC1 SIAT7A UNQ543/PRO848;Homo sapiens (Human)
Q9H4F1;SIA7D_HUMAN;reviewed;Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase (EC 2.4.99.7) (NeuAc-alpha-2,3-Gal-beta-1,3-GalNAc-alpha-2,6-sialyltransferase) (ST6GalNAc IV) (ST6GalNAcIV) (Sialyltransferase 3C) (SIAT3-C) (Sialyltransferase 7D) (SIAT7-D);ST6GALNAC4 SIAT3C SIAT7D;Homo sapiens (Human)
Q92187;SIA8D_HUMAN;reviewed;CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase (EC 2.4.99.-) (Alpha-2,8-sialyltransferase 8D) (Polysialyltransferase-1) (Sialyltransferase 8D) (SIAT8-D) (Sialyltransferase St8Sia IV) (ST8SiaIV);ST8SIA4 PST PST1 SIAT8D;Homo sapiens (Human)
Q9UNP4;SIAT9_HUMAN;reviewed;Lactosylceramide alpha-2,3-sialyltransferase (EC 2.4.99.9) (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase) (Ganglioside GM3 synthase) (ST3Gal V) (ST3GalV) (Sialyltransferase 9);ST3GAL5 SIAT9 UNQ2510/PRO5998;Homo sapiens (Human)
Q9H5K3;SG196_HUMAN;reviewed;Protein O-mannose kinase (POMK) (EC 2.7.1.183) (Protein kinase-like protein SgK196) (Sugen kinase 196);POMK SGK196;Homo sapiens (Human)
Q92629;SGCD_HUMAN;reviewed;Delta-sarcoglycan (Delta-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG);SGCD;Homo sapiens (Human)
Q13326;SGCG_HUMAN;reviewed;Gamma-sarcoglycan (Gamma-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG);SGCG;Homo sapiens (Human)
Q92186;SIA8B_HUMAN;reviewed;Alpha-2,8-sialyltransferase 8B (EC 2.4.99.-) (Sialyltransferase 8B) (SIAT8-B) (Sialyltransferase St8Sia II) (ST8SiaII) (Sialyltransferase X) (STX);ST8SIA2 SIAT8B STX;Homo sapiens (Human)
P15907;SIAT1_HUMAN;reviewed;Beta-galactoside alpha-2,6-sialyltransferase 1 (Alpha 2,6-ST 1) (EC 2.4.99.1) (B-cell antigen CD75) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1) (ST6Gal I) (ST6GalI) (Sialyltransferase 1);ST6GAL1 SIAT1;Homo sapiens (Human)
