target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
MT<sub>2</sub> receptor,288,MTNR1B,P49286,ENSG00000134640,,,,,,,Human,S26131,1362,,,135650968,Antagonist,Antagonist,,,f,,"",pKi,7,,6.8,,,,,,,,,12764576
MT<sub>2</sub> receptor,288,MTNR1B,P49286,ENSG00000134640,,,,,,,Human,UCM 454,7783,,,223366116,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,8.10000038146973,,-,,,,=,"","","",15943478
MT<sub>2</sub> receptor,288,MTNR1B,P49286,ENSG00000134640,,,,,,,Human,UCM 549,7772,,,223366105,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,9.19999980926514,,8.89999961853027,-,,,,=,"","","",15293992|17907131
MT<sub>2</sub> receptor,288,MTNR1B,P49286,ENSG00000134640,,,,,,,Human,UCM 724,7773,,,223366106,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,8,,-,,,,=,"","","",15293992
Multidrug and toxin extrusion,1216,SLC47A1,Q96FL8,ENSG00000142494,,,,,,,Human,cimetidine,1231,,,135650099,Inhibitor,Inhibition,"",Family selective,f,,"",pKi,,6,,Ki,,1100,,=,"","","",19164462
Multidrug and toxin extrusion,1216,SLC47A1,Q96FL8,ENSG00000142494,,,,,,,Human,pyrimethamine,4800,,,178101502,Inhibitor,Inhibition,"",Family selective,f,f,"",pKi,,7.09999990463257,,Ki,,77,,=,"","","",20065018
Multidrug and toxin extrusion,1216,SLC47A1,Q96FL8,ENSG00000142494,,,,,,,Human,[<sup>14</sup>C]metformin,4503,,,178101231,None,None,"",Non-selective,f,,"",-,,,,-,,,,=,"","","",17509534|16850272
Multidrug and toxin extrusion,1216,SLC47A1,Q96FL8,ENSG00000142494,,,,,,,Human,[<sup>14</sup>C]TEA,4575,,,178101296,None,None,"",Non-selective,f,,"",-,,,,-,,,,=,"","","",16330770|16850272
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,ADL5747,9003,,,310264781,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,7.73999977111816,,Ki,,18,,=,"","","",19694468
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,ADL5859,9004,,,310264782,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,7.48999977111816,,Ki,,32,,=,"","","",18788723
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,AR-M1000390,9005,,,310264783,Agonist,Agonist,"",Not Determined,f,f,"",pIC50,,5.42000007629395,,IC50,,3800,,=,"","","",
&mu; receptor,319,,,,,,,,,,Guinea pig,BU72,9363,,,328083465,Agonist,Agonist,"",Not Determined,f,f,"",pIC50,,9.81999969482422,,IC50,,0.150000005960464,,=,Measuring displacement of [<sup>3</sup>H]DAMGO from brain membranes isolated from Hartley guinea pigs.,"","",
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,BW373U86,9002,,,310264780,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,7.82000017166138,,Ki,,15,,=,"","","",8246159
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,BW373U86,9002,,,310264780,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,6.59000015258789,,Ki,,260,,=,"","","",18788723
&mu; receptor,319,,,,,,,,,,Guinea pig,carfentanil,10040,,,375973228,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,10.6199998855591,,Ki,,0.0240000002086163,,=,Binding affinity in guinea pig whole brain- displacement of [3H]DAGO binding.,"","",1310142
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,cebranopadol,8866,,,252827523,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,8.61999988555908,,Ki,,2.40000009536743,,=,Radioligand binding assay,"","",24713140
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,cebranopadol,8866,,,252827523,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,9.14999961853027,,Ki,,0.699999988079071,,=,Radioligand binding assay,"","",24713140
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,compound 3 [PMID: 23134120],9190,,,315661269,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,6.07999992370605,,Ki,,826,,=,"","","",23134120
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,eluxadoline,7691,,,223366025,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,9.05000019073486,,Ki,,0.899999976158142,,=,"","","",22695132
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,eluxadoline,7691,,,223366025,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,8.77000045776367,,Ki,,1.70000004768372,,=,"","","",22695132
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,HS665,9189,,,315661268,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,6.26999998092651,,Ki,,542,,=,"","","",23134120
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,hydrocodone,7081,,,178103660,Agonist,Agonist,"",Not Determined,f,t,"",pKi,,8.69999980926514,,Ki,,2,,=,"","","",22439881
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,hydromorphone,7082,,,178103661,Agonist,Agonist,"",Not Determined,f,t,"",pKi,,9.55000019073486,,Ki,,0.280000001192093,,=,"","","",19282177
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,levorphanol,7595,,,223365930,Agonist,Agonist,"",Not Determined,f,t,"",pIC50,,9.89000034332275,,IC50,,0.129999995231628,,=,"","","",12502358
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,loperamide,7215,,,178103790,Agonist,Agonist,"",Selective,f,t,"",pKi,,9.27999973297119,,Ki,,0.529999971389771,,=,"","","",15454210
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,methadone,5458,,,178102108,Agonist,Agonist,"",Not Determined,f,t,"",pIC50,,8.39000034332275,,IC50,,4.09999990463257,,=,Binding affinity against &mu;-opioid receptor (human) using [<sup>3</sup>H]DAMGO radioligand.,"","",11585443
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,nalbuphine,1663,,,135650680,Agonist,Agonist,"",Not Determined,f,t,"",pKi,,8.80000019073486,,Ki,,1.60000002384186,,=,"","","",19282177
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,pethidine,7221,,,178103795,Agonist,Agonist,"",Not Determined,f,t,"",pIC50,,6.5,,IC50,,315,,=,"","","",11585443
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,SCH221510,8868,,,252827525,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,7.19000005722046,,Ki,,65,,=,Radioligand binding assay,"","",18492950
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,SR16835,8867,,,252827524,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,7.09999990463257,,Ki,,79.9000015258789,,=,Radioligand binding assay,"","",19773529
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,[<sup>3</sup>H]PL017,3832,,,178100676,Agonist,Agonist,"",Not Determined,f,f,"",-,,,,-,,,,=,"","","",3030778
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,tapentadol,7477,,,187051780,Agonist,Agonist,"",Not Determined,f,t,"",pKi,,6.80000019073486,,Ki,,160,,=,"","","",17656655
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,tramadol,8286,,,252166498,Agonist,Agonist,"",Non-selective,f,f,"",pKi,,5.80000019073486,,Ki,,1600,,=,Displacement of the mu aginist peptide DAMGO from the mu receptor expressed in CHO cells.,"","",19282177
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,U-47700,9282,,,318164801,Agonist,Agonist,"",Not Determined,f,f,"",-,,,,-,,,,=,"","","",2999404
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,UFP-505,9838,,,363894132,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,7.78999996185303,,-,,,,=,"","","",22194444|29524334
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,UFP-512,9006,,,310264784,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,8,,-,,,,=,Measuring displacement of [<sup>3</sup>H]-diprenorphine <i>in vitro</i>,"","",18069089
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,PZM21,9286,,,318164805,Agonist,Biased agonist,"",Selective,f,t,"",pEC50,,8.34000015258789,,EC50,,4.59999990463257,,=,In a G<sub>i/o</sub> activation assay.,"","",27533032
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,PZM21,9286,,,318164805,Agonist,Biased agonist,"",Selective,f,t,"",pKi,,8.96000003814697,,Ki,,1.10000002384186,,=,"","","",27533032
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,&beta;-endorphin,1643,POMC,Human,135651630,Agonist,Full agonist,,,f,,"",pKi,,9,,-,,,,=,"",,,8114680
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,codeine,1673,,,135650117,Agonist,Full agonist,"",Not Determined,f,t,"",pKi,,6.90000009536743,,-,,,,=,"","","",9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,DADLE,1607,,,135650156,Agonist,Full agonist,,,f,,"",pKi,,8.7,,,,,,,,,,9686407
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,DAMGO,1647,,,135650158,Agonist,Full agonist,,,f,,"",pKi,,8.7,,,,,,,,,,8114680
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,DAMGO,1647,,,135650158,Agonist,Full agonist,"",Selective,f,f,"",pKi,,9.30000019073486,,-,,,,=,"","","",9686407|6263640
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,dihydromorphine,1616,,,135650183,Agonist,Full agonist,,,f,,"",pKi,,8.8,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,DSLET,1609,,,135652126,Agonist,Full agonist,,,f,,"",pKi,,8.2,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,dynorphin-(1-11),1618,,,135652140,Agonist,Full agonist,"",Not Determined,f,,"",pKi,,8.8,,-,,,,=,"","","",9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,dynorphin A,1620,PDYN|Pdyn|Pdyn,Human|Mouse|Rat,135651739,Agonist,Full agonist,,,t,,"",pKi,,8.1,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,dynorphin A-(1-13),1619,PDYN|Pdyn|Pdyn,Human|Mouse|Rat,135651738,Agonist,Full agonist,,,t,,"",pKi,,8.3,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,dynorphin A-(1-8),1621,PDYN|Pdyn|Pdyn,Human|Mouse|Rat,135651740,Agonist,Full agonist,,,t,,"",pKi,,8.4,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,dynorphin B,1622,PDYN|Pdyn|Pdyn,Human|Mouse|Rat,135651741,Agonist,Full agonist,,,t,,"",pKi,,8.5,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,endomorphin-1,1623,"",Human,135652148,Agonist,Full agonist,"",Selective,t,f,"",pKi,,8.30000019073486,,Ki,,5.01000022888184,,=,"","","",9849897|9087409
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,endomorphin-2,3668,"",Human,178100562,Agonist,Full agonist,"",Selective,t,f,"",pKi,,8.5,,Ki,,3.24000000953674,,=,"","","",9087409
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,ethylketocyclazocine,1602,,,135650226,Agonist,Full agonist,,,f,,"",pKi,,9.5,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,etonitazene,1624,,,135650245,Agonist,Full agonist,,,f,,"",pKi,,9.7,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,etorphine,1625,,,135650246,Agonist,Full agonist,,,f,,"",pKi,,9.5,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,fentanyl,1626,,,135650258,Agonist,Full agonist,"",Not Determined,f,t,"",pKi,,9.19999980926514,,-,,,,=,"","","",9686407
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,fentanyl,1626,,,135650258,Agonist,Full agonist,,,f,,"",pKi,,9.4,,,,,,,,,,8114680
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,[Met]enkephalin,1614,PENK|Penk|Penk,Human|Mouse|Rat,135651808,Agonist,Full agonist,,,t,,"",pKi,,9.2,,,,,,,,,,8114680
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,(-)-methadone,1605,,,135650582,Agonist,Full agonist,,,f,,"",pKi,,9.2,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,morphine,1627,,,135650624,Agonist,Full agonist,"",Selective,f,t,"",pKi,,9,,-,,,,=,"","","",9686407|2549383
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,normorphine,1630,,,135650735,Agonist,Full agonist,,,f,,"",pKi,,8.8,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,PL017,1671,,,135650836,Agonist,Full agonist,"",Selective,f,f,"",pKi,,8.19999980926514,,-,,,,=,"","","",9686407|6313901
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,sufentanil,3534,,,178100513,Agonist,Full agonist,"",Not Determined,f,,"",pKi,,9.1,,Ki,,0.77,,=,"","","",2843777
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,sufentanil,3534,,,178100513,Agonist,Full agonist,"",Selective,f,t,"",pKi,,9.89999961853027,,Ki,,0.137999996542931,,=,"","","",21215785
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,[<sup>3</sup>H]DAMGO,3815,,,178100661,Agonist,Full agonist,"",Not Determined,f,f,"",pKd,,9.19999980926514,,Kd,,0.569999992847443,,=,"","","",8114680
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,BU08028,9294,,,318164813,Agonist,Partial agonist,"",Family selective,f,f,"",pKi,,8.67000007629395,,Ki,,2.14000010490417,,=,"","","",21177476
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,buprenorphine,1670,,,135652673,Agonist,Partial agonist,"",Not Determined,f,t,"",pKi,,8.80000019073486,,-,,,,=,"","","",9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,butorphanol,7591,,,223365926,Agonist,Partial agonist,"",Not Determined,f,t,"",pKi,,9.92000007629395,,Ki,,0.119999997317791,,=,Displacement of [<sup>3H</sup>]DAMGO from human &mu; opioid receptor expressed in CHO cells.,"","",18674902
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,(-)-cyclazocine,1604,,,135650145,Agonist,Partial agonist,,,f,,"",pKi,,10,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,[Leu]enkephalin,1613,PENK|Penk|Penk,Human|Mouse|Rat,135651802,Agonist,Partial agonist,,,t,,"",pKi,,8.1,,,,,,,,,,9686407
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,morphine,1627,,,135650624,Agonist,Partial agonist,,,f,,"",pKi,,7.9,,,,,,,,,,8114680
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,(-)-pentazocine,1606,,,135650806,Agonist,Partial agonist,,,f,,"",pKi,,8.4,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,BMS-986123,9159,,,315661242,Allosteric modulator,Neutral,"",Not Determined,f,f,"",pKB,,6,,KB,,1000,,=,"","","",23754417
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,BMS-986124,9160,,,315661243,Allosteric modulator,Neutral,"",Not Determined,f,f,"",pKB,,5.69999980926514,,KB,,2000,,=,"","","",23754417
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,BMS-986121,9156,,,315661240,Allosteric modulator,Positive,"",Not Determined,f,f,"",pEC50,,6,,EC50,,1000,,=,"","","",23754417
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,BMS-986121,9156,,,315661240,Allosteric modulator,Positive,"",Not Determined,f,f,"",pKB,,5.69999980926514,,KB,,2000,,=,"","","",23754417
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,BMS-986122,9157,,,315661241,Allosteric modulator,Positive,"",Not Determined,f,f,"",pKB,,5.30000019073486,,KB,,5000,,=,"","","",23754417
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,BMS-986122,9157,,,315661241,Allosteric modulator,Positive,"",Not Determined,f,f,"",pEC50,,5.51999998092651,,EC50,,3000,,=,"","","",23754417
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,BMS-986187,9748,,,354702221,Allosteric modulator,Positive,"In the presence of 10 μM BMS-986187, the affinity of the μ-OR agonist DAMGO was enhanced 11-fold from 724 nM to 63 nM.",Not Determined,f,f,"",pKi,,7.19999980926514,,Ki,,63,,=,"","","",29233847
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,alvimopan,7471,,,187051774,Antagonist,Antagonist,"",Selective,f,t,"",pKi,,9.32999992370605,,Ki,,0.469999998807907,,=,"","","",18313920
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,AT-076,8870,,,252827527,Antagonist,Antagonist,"",Family selective,f,f,"",pKi,,8.77999973297119,,Ki,,1.66999995708466,,=,Radioligand binding assay,"","",9686407|25635572
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,&beta;-FNA,1631,,,135649986,Antagonist,Antagonist,,,f,,"",pKi,,9.5,,,,,,,,,,9686407
&mu; receptor,319,Oprm1,P42866,ENSMUSG00000000766,,,,,,,Mouse,&beta;-FNA,1631,,,135649986,Antagonist,Antagonist,,,f,,"",pKi,,9.5,,,,,,,,,,8114680
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,BNTX,1634,,,135650013,Antagonist,Antagonist,,,f,,"",pKi,,8.8,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,(-)-bremazocine,1603,,,135650021,Antagonist,Antagonist,,,f,,"",pKi,,9.7,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,CTAP,1635,,,135652066,Antagonist,Antagonist,"",Selective,f,f,"",pKi,,8.60000038146973,,-,,,,=,"","","",9686407|6313901
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,CTOP,1674,,,135652067,Antagonist,Antagonist,,,f,,"",pKi,,9.7,,,,,,,,,,8114680
&mu; receptor,319,Oprm1,P42866,ENSMUSG00000000766,,,,,,,Mouse,diprenorphine,1617,,,135650194,Antagonist,Antagonist,,,f,,"",pKi,,10.1,,,,,,,,,,8114680
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,diprenorphine,1617,,,135650194,Antagonist,Antagonist,,,f,,"",pKi,,9.1,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,GSK1521498,9287,,,318164806,Antagonist,Antagonist,"",Selective,f,t,"",pKi,,9.38000011444092,,Ki,,0.416999995708466,,=,"","","",24973897
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,levallorphan,7209,,,178103784,Antagonist,Antagonist,"",Selective,f,t,"",pKi,9.31999969482422,,8.77000045776367,Ki,1.69000005722046,,0.479999989271164,=,Competition binding assay- the calculated K<sub>i</sub> varies depending on the radioligand used.,"","",21621410
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,LY2456302,9194,,,315661273,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,7.61999988555908,,Ki,,24,,=,"","","",24071566
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,methylnaltrexone,7563,,,223365899,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,8.69999980926514,,Ki,,2,,=,Displacement of [<sup>3</sup>H]DAMGO from human &mu; opioid receptors expressed in CHO cells,"","",19282177
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,naldemedine,9150,,,315661235,Antagonist,Antagonist,"",Selective,f,t,"",pKi,,8.94999980926514,,Ki,,1.12999999523163,,=,"","","",30446313
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,nalmefene,1628,,,135650681,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,9.5,,-,,,,=,"","","",9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,nalorphine,1629,,,135650682,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,8.89999961853027,,-,,,,=,"","","",9686407
&mu; receptor,319,Oprm1,P42866,ENSMUSG00000000766,,,,,,,Mouse,naloxonazine,1677,,,135650683,Antagonist,Antagonist,,,f,,"",pKi,,10.3,,,,,,,,,,8114680
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,naloxone,1638,,,135650684,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,8.89999961853027,,-,,,,=,"","","",9686407
&mu; receptor,319,Oprm1,P42866,ENSMUSG00000000766,,,,,,,Mouse,naloxone,1638,,,135650684,Antagonist,Antagonist,,,f,,"",pKi,,9,,,,,,,,,,8114680
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,naloxone benzoylhydrazone,1664,,,135650686,Antagonist,Antagonist,,,f,,"",pKi,,8.7,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,naloxone benzoylhydrazone,1664,,,135650686,Antagonist,Antagonist,,,f,,"",pKi,,8.2,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,naltrexone,1639,,,135650687,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,9.69999980926514,,9.14999961853027,Ki,0.709999978542328,,0.199000000953674,=,"","","",9686407|24973897
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,naltriben,1640,,,135650688,Antagonist,Antagonist,,,f,,"",pKi,,7.9,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,naltrindole,1641,,,135650689,Antagonist,Antagonist,,,f,,"",pKi,,8.2,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,NFP,10185,,,381118895,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,9.4399995803833,,Ki,,0.360000014305115,,=,In a competitive radioligand membrane binding assay measuring displacement of [3H]naloxone by NFP from &mu; receptor expressed in CHO cells.,"","",30608693
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,nor-binaltorphimine,1642,,,135650730,Antagonist,Antagonist,,,f,,"",pKi,,7.7,,,,,,,,,,9686407
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,quadazocine,1633,,,135650868,Antagonist,Antagonist,,,f,,"",pKi,,10,,,,,,,,,,9686407
&mu; receptor,319,Oprm1,P42866,ENSMUSG00000000766,,,,,,,Mouse,[<sup>3</sup>H]diprenorphine,1612,,,135651148,Antagonist,Antagonist,"",Not Determined,f,f,"",pKd,,10.1000003814697,,Kd,,0.0794000029563904,,=,"","","",8114680
&mu; receptor,319,Oprm1,P33535,ENSRNOG00000018191,,,,,,,Rat,[<sup>3</sup>H]naloxone,1676,,,135651185,Antagonist,Antagonist,"",Not Determined,f,f,"",pKd,9,,8.55000019073486,Kd,2.79999995231628,,1,=,CHO and BHK cell lines stably expressing the rat &mu; receptor,"","",8913353
&mu; receptor,319,OPRM1,P35372,ENSG00000112038,,,,,,,Human,zyklophin,9193,,,315661272,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,5.23000001907349,,Ki,,5880,,=,"","","",15999987
muscle associated receptor tyrosine kinase,1847,MUSK,O15146,ENSG00000030304,,,,,,,Human,compound 1d [PMID: 21493067],8123,,,249565803,Inhibitor,Inhibition,"",Not Determined,f,f,"",pIC50,,6.65000009536743,,IC50,,224,,=,"","","",21493067
muscle associated receptor tyrosine kinase,1847,MUSK,O15146,ENSG00000030304,,,,,,,Human,compound 25 [PMID: 17935989],8122,,,249565802,Inhibitor,Inhibition,"",Not Determined,f,f,"",pKi,,5.78000020980835,,Ki,,1650,,=,"","","",17935989
myeloperoxidase,2789,MPO,P05164,ENSG00000005381,,,,,,,Human,aminopyridine 2,10051,,,375973239,Inhibitor,Inhibition,"",Not Determined,f,t,"",pIC50,,6.80000019073486,,IC50,,160,,=,In a fluorescent MPO peroxidation biochemical assay.,"","",30076263
myeloperoxidase,2789,MPO,P05164,ENSG00000005381,,,,,,,Human,AZD5904,7728,,,223366061,Inhibitor,Inhibition,"",Not Determined,f,t,"",pIC50,,6.69999980926514,,IC50,,200,,=,Inhibition of the chlorination activity of MPO,"","",21880720
myeloperoxidase,2789,MPO,P05164,ENSG00000005381,,,,,,,Human,compound 28 [PMID: 28671460],9670,,,348353629,Inhibitor,Inhibition,"",Not Determined,f,f,"",pIC50,,7.3600001335144,,IC50,,44,,=,"","","",28671460
myeloperoxidase,2789,MPO,P05164,ENSG00000005381,,,,,,,Human,PF-06282999,10053,,,375973241,Inhibitor,Inhibition,"",Selective,f,t,"",pKi,,6.5,,Ki,,316,,=,Inhibition of the peroxidase activity of MPO isolated from human polynuclear leukocytes.,"","",26509551
myeloperoxidase,2789,MPO,P05164,ENSG00000005381,,,,,,,Human,verdiperstat,10052,,,375973240,Inhibitor,Inhibition,"",Not Determined,f,t,"",pIC50,,6.19999980926514,,IC50,,630,,=,In a biochemical <i>in vitro</i> assay.,"","",
myosin light chain kinase,1552,MYLK,Q15746,ENSG00000065534,,,,,,,Human,calmodulin,2351,CALM1|CALM2|CALM3,Human,135652052,Activator,Activation,"",Not Determined,t,f,"",-,,,,-,,,,=,"","","",156362
myosin light chain kinase,1552,,,,,,,,,,Chicken,MLCK inhibitor peptide 18,9351,,,328083453,Inhibitor,Inhibition,"",Selective,f,t,"",pIC50,,7.30000019073486,,IC50,,50,,=,"","","",10072688
