Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q13610	PWP1_HUMAN	reviewed	Periodic tryptophan protein 1 homolog (Keratinocyte protein IEF SSP 9502)	PWP1	Homo sapiens (Human)	501
Q96N64	PWP2A_HUMAN	reviewed	PWWP domain-containing protein 2A	PWWP2A KIAA1935 MST101	Homo sapiens (Human)	755
Q6NUJ5	PWP2B_HUMAN	reviewed	PWWP domain-containing protein 2B	PWWP2B PWWP2	Homo sapiens (Human)	590
Q15269	PWP2_HUMAN	reviewed	Periodic tryptophan protein 2 homolog	PWP2 PWP2H	Homo sapiens (Human)	919
Q2TAK8	PWP3A_HUMAN	reviewed	PWWP domain-containing DNA repair factor 3A (PWWP3A) (Mutated melanoma-associated antigen 1) (MUM-1) (PWWP domain-containing protein MUM1) (Protein expandere)	PWWP3A EXPAND1 MUM1	Homo sapiens (Human)	710
Q6VY07	PACS1_HUMAN	reviewed	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	PACS1 KIAA1175	Homo sapiens (Human)	963
Q9BSG0	PADC1_HUMAN	reviewed	Protease-associated domain-containing protein 1 (Protease-associated domain-containing protein of 21 kDa) (hPAP21)	PRADC1 C2orf7 PAP21 UNQ833/PRO1760	Homo sapiens (Human)	188
Q15004	PAF15_HUMAN	reviewed	PCNA-associated factor (Hepatitis C virus NS5A-transactivated protein 9) (HCV NS5A-transactivated protein 9) (Overexpressed in anaplastic thyroid carcinoma 1) (OEATC-1) (PCNA-associated factor of 15 kDa) (PAF15) (p15PAF) (PCNA-clamp-associated factor)	PCLAF KIAA0101 NS5ATP9 PAF L5	Homo sapiens (Human)	111
Q8N7H5	PAF1_HUMAN	reviewed	RNA polymerase II-associated factor 1 homolog (hPAF1) (Pancreatic differentiation protein 2)	PAF1 PD2	Homo sapiens (Human)	531
Q9BTK6	PAGR1_HUMAN	reviewed	PAXIP1-associated glutamate-rich protein 1 (Glutamate-rich coactivator interacting with SRC1) (GAS) (PAXIP1-associated protein 1) (PTIP-associated protein 1)	PAGR1 C16orf53 PA1	Homo sapiens (Human)	254
O14832	PAHX_HUMAN	reviewed	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	PHYH PAHX	Homo sapiens (Human)	338
P05120	PAI2_HUMAN	reviewed	Plasminogen activator inhibitor 2 (PAI-2) (Monocyte Arg-serpin) (Placental plasminogen activator inhibitor) (Serpin B2) (Urokinase inhibitor)	SERPINB2 PAI2 PLANH2	Homo sapiens (Human)	415
Q9H074	PAIP1_HUMAN	reviewed	Polyadenylate-binding protein-interacting protein 1 (PABP-interacting protein 1) (PAIP-1) (Poly(A)-binding protein-interacting protein 1)	PAIP1	Homo sapiens (Human)	479
O96013	PAK4_HUMAN	reviewed	Serine/threonine-protein kinase PAK 4 (EC 2.7.11.1) (p21-activated kinase 4) (PAK-4)	PAK4 KIAA1142	Homo sapiens (Human)	591
Q9BPZ3	PAIP2_HUMAN	reviewed	Polyadenylate-binding protein-interacting protein 2 (PABP-interacting protein 2) (PAIP-2) (Poly(A)-binding protein-interacting protein 2)	PAIP2 PAIP2A HSPC218	Homo sapiens (Human)	127
Q7Z6K3	PTAR1_HUMAN	reviewed	Protein prenyltransferase alpha subunit repeat-containing protein 1	PTAR1	Homo sapiens (Human)	402
Q13153	PAK1_HUMAN	reviewed	Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK)	PAK1	Homo sapiens (Human)	545
Q86YC2	PALB2_HUMAN	reviewed	Partner and localizer of BRCA2	PALB2 FANCN	Homo sapiens (Human)	1186
Q14761	PTCA_HUMAN	reviewed	Protein tyrosine phosphatase receptor type C-associated protein (PTPRC-associated protein) (CD45-associated protein) (CD45-AP) (Lymphocyte phosphatase-associated phosphoprotein)	PTPRCAP LPAP	Homo sapiens (Human)	206
O75127	PTCD1_HUMAN	reviewed	Pentatricopeptide repeat-containing protein 1, mitochondrial	PTCD1 KIAA0632	Homo sapiens (Human)	700
Q96EY7	PTCD3_HUMAN	reviewed	Pentatricopeptide repeat domain-containing protein 3, mitochondrial (28S ribosomal protein S39, mitochondrial) (MRP-S39) (Mitochondrial small ribosomal subunit protein mS39) (Transformation-related gene 15 protein) (TRG-15)	PTCD3 MRPS39 TRG15	Homo sapiens (Human)	689
Q6ISU1	PTCRA_HUMAN	reviewed	Pre T-cell antigen receptor alpha (pT-alpha) (pTa) (pT-alpha-TCR)	PTCRA	Homo sapiens (Human)	281
P60484	PTEN_HUMAN	reviewed	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)	PTEN MMAC1 TEP1	Homo sapiens (Human)	403
Q96BW5	PTER_HUMAN	reviewed	Phosphotriesterase-related protein (EC 3.1.-.-) (Parathion hydrolase-related protein) (hPHRP)	PTER	Homo sapiens (Human)	349
Q14914	PTGR1_HUMAN	reviewed	Prostaglandin reductase 1 (PRG-1) (EC 1.3.1.-) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (NADP-dependent leukotriene B4 12-hydroxydehydrogenase) (EC 1.3.1.74)	PTGR1 LTB4DH	Homo sapiens (Human)	329
Q8N4Q0	PTGR3_HUMAN	reviewed	Prostaglandin reductase 3 (PRG-3) (EC 1.3.1.48) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)	ZADH2 PTGR3	Homo sapiens (Human)	377
Q03431	PTH1R_HUMAN	reviewed	Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)	PTH1R PTHR PTHR1	Homo sapiens (Human)	593
P49190	PTH2R_HUMAN	reviewed	Parathyroid hormone 2 receptor (PTH2 receptor)	PTH2R PTHR2	Homo sapiens (Human)	550
Q96NR3	PTHD1_HUMAN	reviewed	Patched domain-containing protein 1	PTCHD1	Homo sapiens (Human)	888
P01270	PTHY_HUMAN	reviewed	Parathyroid hormone (PTH) (Parathormone) (Parathyrin)	PTH	Homo sapiens (Human)	115
Q13882	PTK6_HUMAN	reviewed	Protein-tyrosine kinase 6 (EC 2.7.10.2) (Breast tumor kinase) (Tyrosine-protein kinase BRK)	PTK6 BRK	Homo sapiens (Human)	451
Q6QHF9	PAOX_HUMAN	reviewed	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase)	PAOX PAO UNQ1923/PRO4398	Homo sapiens (Human)	649
Q5QFB9	PAPAS_HUMAN	reviewed	Protein PAPPAS (DIPLA1 antisense RNA 1) (DIPLA1 antisense gene protein 1) (DIPLA1-antisense expressed) (PAPPAS antisense RNA 1) (PAPPAS antisense gene protein 1) (PAPPAS-antisense expressed)	PAPPA-AS1 DIPAS PAPPAS	Homo sapiens (Human)	102
Q8NDF8	PAPD5_HUMAN	reviewed	Terminal nucleotidyltransferase 4A (Non-canonical poly(A) RNA polymerase PAPD5) (EC 2.7.7.19) (PAP-associated domain-containing protein 5) (Terminal guanylyltransferase) (EC 2.7.7.-) (Terminal nucleotidyltransferase 4B) (Terminal uridylyltransferase 3) (TUTase 3) (Topoisomerase-related function protein 4-2) (TRF4-2)	TENT4B GLD4 PAPD5 TRF4-2 TUT3	Homo sapiens (Human)	572
Q5XG87	PAPD7_HUMAN	reviewed	Terminal nucleotidyltransferase 4A (DNA polymerase sigma) (LAK-1) (Non-canonical poly(A) RNA polymerase PAPD7) (EC 2.7.7.19) (PAP-associated domain-containing protein 7) (TRAMP-like complex polyadenylate polymerase) (Terminal guanylyltransferase) (EC 2.7.7.-) (Terminal uridylyltransferase 5) (TUTase 5) (Topoisomerase-related function protein 4-1) (TRF4-1)	TENT4A PAPD7 POLS TRF4	Homo sapiens (Human)	772
Q9NRJ5	PAPOB_HUMAN	reviewed	Poly(A) polymerase beta (PAP-beta) (EC 2.7.7.19) (Polynucleotide adenylyltransferase beta) (Testis-specific poly(A) polymerase)	PAPOLB PAPT	Homo sapiens (Human)	636
O43252	PAPS1_HUMAN	reviewed	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	PAPSS1 ATPSK1 PAPSS	Homo sapiens (Human)	624
Q86V24	PAQR2_HUMAN	reviewed	Adiponectin receptor protein 2 (Progestin and adipoQ receptor family member 2) (Progestin and adipoQ receptor family member II)	ADIPOR2 PAQR2	Homo sapiens (Human)	386
Q6TCH7	PAQR3_HUMAN	reviewed	Progestin and adipoQ receptor family member 3 (Progestin and adipoQ receptor family member III) (Raf kinase trapping to Golgi) (RKTG)	PAQR3	Homo sapiens (Human)	311
O95340	PAPS2_HUMAN	reviewed	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 (PAPS synthase 2) (PAPSS 2) (Sulfurylase kinase 2) (SK 2) (SK2) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	PAPSS2 ATPSK2	Homo sapiens (Human)	614
Q6TCH4	PAQR6_HUMAN	reviewed	Membrane progestin receptor delta (mPR delta) (Membrane progesterone P4 receptor delta) (Membrane progesterone receptor delta) (Progesterone and adipoQ receptor family member 6) (Progestin and adipoQ receptor family member 6)	PAQR6	Homo sapiens (Human)	344
Q86WK9	PAQR7_HUMAN	reviewed	Membrane progestin receptor alpha (mPR alpha) (Membrane progesterone P4 receptor alpha) (Membrane progesterone receptor alpha) (Progesterone and adipoQ receptor family member 7) (Progestin and adipoQ receptor family member 7) (Progestin and adipoQ receptor family member VII)	PAQR7 MRPA	Homo sapiens (Human)	346
Q99952	PTN18_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 18 (EC 3.1.3.48) (Brain-derived phosphatase)	PTPN18 BDP1	Homo sapiens (Human)	460
Q9UGN5	PARP2_HUMAN	reviewed	Poly [ADP-ribose] polymerase 2 (PARP-2) (hPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)	PARP2 ADPRT2 ADPRTL2	Homo sapiens (Human)	583
Q2NL67	PARP6_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP6 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 17) (ARTD17) (Poly [ADP-ribose] polymerase 6) (PARP-6)	PARP6	Homo sapiens (Human)	630
Q9NVD7	PARVA_HUMAN	reviewed	Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2)	PARVA MXRA2	Homo sapiens (Human)	372
Q9HBI1	PARVB_HUMAN	reviewed	Beta-parvin (Affixin)	PARVB CGI-56	Homo sapiens (Human)	364
Q8IV76	PASD1_HUMAN	reviewed	Circadian clock protein PASD1 (Cancer/testis antigen 63) (CT63) (OX-TES-1) (PAS domain-containing protein 1)	PASD1	Homo sapiens (Human)	773
Q96RG2	PASK_HUMAN	reviewed	PAS domain-containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (hPASK) (EC 2.7.11.1)	PASK KIAA0135	Homo sapiens (Human)	1323
Q96AQ6	PBIP1_HUMAN	reviewed	Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein)	PBXIP1 HPIP	Homo sapiens (Human)	731
P30039	PBLD_HUMAN	reviewed	Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-) (MAWD-binding protein) (MAWDBP) (Unknown protein 32 from 2D-page of liver tissue)	PBLD MAWBP	Homo sapiens (Human)	288
E2RYF7	PBMU2_HUMAN	reviewed	Protein PBMUCL2 (HLA complex group 22) (Panbronchiolitis-related mucin-like protein 2)	HCG22 G2 PBMUCL2	Homo sapiens (Human)	251
Q9GZY1	PBOV1_HUMAN	reviewed	Prostate and breast cancer overexpressed gene 1 protein (Protein UROC28) (UC28)	PBOV1 UROC28	Homo sapiens (Human)	135
P40426	PBX3_HUMAN	reviewed	Pre-B-cell leukemia transcription factor 3 (Homeobox protein PBX3)	PBX3	Homo sapiens (Human)	434
Q9BYU1	PBX4_HUMAN	reviewed	Pre-B-cell leukemia transcription factor 4 (Homeobox protein PBX4)	PBX4	Homo sapiens (Human)	374
Q9BZA7	PC11X_HUMAN	reviewed	Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome) (PCDH-X) (Protocadherin-S)	PCDH11X KIAA1326 PCDH11 PCDHX	Homo sapiens (Human)	1347
Q9HCL0	PCD18_HUMAN	reviewed	Protocadherin-18	PCDH18 KIAA1562	Homo sapiens (Human)	1135
O14917	PCD17_HUMAN	reviewed	Protocadherin-17 (Protocadherin-68)	PCDH17 PCDH68 PCH68	Homo sapiens (Human)	1159
Q9Y5F2	PCDBB_HUMAN	reviewed	Protocadherin beta-11 (PCDH-beta-11)	PCDHB11	Homo sapiens (Human)	797
Q9Y5F1	PCDBC_HUMAN	reviewed	Protocadherin beta-12 (PCDH-beta-12)	PCDHB12	Homo sapiens (Human)	795
Q9Y5E8	PCDBF_HUMAN	reviewed	Protocadherin beta-15 (PCDH-beta-15)	PCDHB15	Homo sapiens (Human)	787
Q9H158	PCDC1_HUMAN	reviewed	Protocadherin alpha-C1 (PCDH-alpha-C1)	PCDHAC1	Homo sapiens (Human)	963
Q9Y5I4	PCDC2_HUMAN	reviewed	Protocadherin alpha-C2 (PCDH-alpha-C2)	PCDHAC2	Homo sapiens (Human)	1007
Q9Y5I1	PCDAB_HUMAN	reviewed	Protocadherin alpha-11 (PCDH-alpha-11)	PCDHA11 CNRS7	Homo sapiens (Human)	949
Q9UN75	PCDAC_HUMAN	reviewed	Protocadherin alpha-12 (PCDH-alpha-12)	PCDHA12	Homo sapiens (Human)	941
Q9Y5G9	PCDG4_HUMAN	reviewed	Protocadherin gamma-A4 (PCDH-gamma-A4)	PCDHGA4	Homo sapiens (Human)	962
Q9Y5H2	PCDGB_HUMAN	reviewed	Protocadherin gamma-A11 (PCDH-gamma-A11)	PCDHGA11	Homo sapiens (Human)	935
O60330	PCDGC_HUMAN	reviewed	Protocadherin gamma-A12 (PCDH-gamma-A12) (Cadherin-21) (Fibroblast cadherin-3)	PCDHGA12 CDH21 FIB3 KIAA0588 UNQ371/PRO707	Homo sapiens (Human)	932
Q9UN66	PCDB8_HUMAN	reviewed	Protocadherin beta-8 (PCDH-beta-8) (Protocadherin-3I)	PCDHB8 PCDH3I	Homo sapiens (Human)	801
Q9Y5G1	PCDGF_HUMAN	reviewed	Protocadherin gamma-B3 (PCDH-gamma-B3)	PCDHGB3	Homo sapiens (Human)	929
Q9UN71	PCDGG_HUMAN	reviewed	Protocadherin gamma-B4 (PCDH-gamma-B4) (Cadherin-20) (Fibroblast cadherin-2)	PCDHGB4 CDH20 FIB2	Homo sapiens (Human)	923
Q9Y5F9	PCDGI_HUMAN	reviewed	Protocadherin gamma-B6 (PCDH-gamma-B6)	PCDHGB6	Homo sapiens (Human)	930
Q08174	PCDH1_HUMAN	reviewed	Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42)	PCDH1	Homo sapiens (Human)	1060
O95206	PCDH8_HUMAN	reviewed	Protocadherin-8 (Arcadlin)	PCDH8	Homo sapiens (Human)	1070
Q9HC56	PCDH9_HUMAN	reviewed	Protocadherin-9	PCDH9	Homo sapiens (Human)	1237
O94913	PCF11_HUMAN	reviewed	Pre-mRNA cleavage complex 2 protein Pcf11 (Pre-mRNA cleavage complex II protein Pcf11)	PCF11 KIAA0824	Homo sapiens (Human)	1555
Q96NT5	PCFT_HUMAN	reviewed	Proton-coupled folate transporter (G21) (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1)	SLC46A1 HCP1 PCFT	Homo sapiens (Human)	459
P35227	PCGF2_HUMAN	reviewed	Polycomb group RING finger protein 2 (DNA-binding protein Mel-18) (RING finger protein 110) (Zinc finger protein 144)	PCGF2 MEL18 RNF110 ZNF144	Homo sapiens (Human)	344
Q3KNV8	PCGF3_HUMAN	reviewed	Polycomb group RING finger protein 3 (RING finger protein 3A)	PCGF3 RNF3 RNF3A	Homo sapiens (Human)	242
Q9Y6V0	PCLO_HUMAN	reviewed	Protein piccolo (Aczonin)	PCLO ACZ KIAA0559	Homo sapiens (Human)	5142
Q8WW12	PCNP_HUMAN	reviewed	PEST proteolytic signal-containing nuclear protein (PCNP) (PEST-containing nuclear protein)	PCNP	Homo sapiens (Human)	178
Q15113	PCOC1_HUMAN	reviewed	Procollagen C-endopeptidase enhancer 1 (Procollagen COOH-terminal proteinase enhancer 1) (PCPE-1) (Procollagen C-proteinase enhancer 1) (Type 1 procollagen C-proteinase enhancer protein) (Type I procollagen COOH-terminal proteinase enhancer)	PCOLCE PCPE1	Homo sapiens (Human)	449
Q9UKZ9	PCOC2_HUMAN	reviewed	Procollagen C-endopeptidase enhancer 2 (Procollagen COOH-terminal proteinase enhancer 2) (PCPE-2) (Procollagen C-proteinase enhancer 2)	PCOLCE2 PCPE2 UNQ250/PRO287	Homo sapiens (Human)	415
Q58A44	PCOTH_HUMAN	reviewed	Prostate collagen triple helix protein (C1QTNF9B antisense RNA 1) (C1QTNF9B antisense gene protein 1)	PCOTH C1QTNF9B-AS1	Homo sapiens (Human)	107
Q8IVA1	PCP2_HUMAN	reviewed	Purkinje cell protein 2 homolog	PCP2	Homo sapiens (Human)	136
Q6UW60	PCSK4_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 4 (EC 3.4.21.-) (Proprotein convertase 4) (PC4)	PCSK4 PC4 UNQ2757/PRO6496	Homo sapiens (Human)	755
A6NKB5	PCX2_HUMAN	reviewed	Pecanex-like protein 2 (Pecanex homolog protein 2)	PCNX2 KIAA0435 PCNXL2	Homo sapiens (Human)	2137
Q9UHG3	PCYOX_HUMAN	reviewed	Prenylcysteine oxidase 1 (EC 1.8.3.5) (Prenylcysteine lyase)	PCYOX1 KIAA0908 PCL1 UNQ597/PRO1183	Homo sapiens (Human)	505
Q8NBM8	PCYXL_HUMAN	reviewed	Prenylcysteine oxidase-like (EC 1.8.3.-)	PCYOX1L PSEC0105	Homo sapiens (Human)	494
Q9BRP1	PDD2L_HUMAN	reviewed	Programmed cell death protein 2-like	PDCD2L	Homo sapiens (Human)	358
Q9Y233	PDE10_HUMAN	reviewed	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A (EC 3.1.4.17) (EC 3.1.4.35)	PDE10A	Homo sapiens (Human)	779
Q08493	PDE4C_HUMAN	reviewed	cAMP-specific 3',5'-cyclic phosphodiesterase 4C (EC 3.1.4.53) (DPDE1) (PDE21)	PDE4C DPDE1	Homo sapiens (Human)	712
P01127	PDGFB_HUMAN	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin)	PDGFB PDGF2 SIS	Homo sapiens (Human)	241
P07237	PDIA1_HUMAN	reviewed	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)	P4HB ERBA2L PDI PDIA1 PO4DB	Homo sapiens (Human)	508
Q15118	PDK1_HUMAN	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)	PDK1 PDHK1	Homo sapiens (Human)	436
Q9Y2S7	PDIP2_HUMAN	reviewed	Polymerase delta-interacting protein 2 (38 kDa DNA polymerase delta interaction protein) (p38)	POLDIP2 PDIP38 POLD4 HSPC017	Homo sapiens (Human)	368
Q8NGY0	O10X1_HUMAN	reviewed	Olfactory receptor 10X1 (Olfactory receptor OR1-14)	OR10X1 OR10X1P	Homo sapiens (Human)	326
Q9Y4A9	O10H1_HUMAN	reviewed	Olfactory receptor 10H1 (Olfactory receptor OR19-27)	OR10H1	Homo sapiens (Human)	318
Q8N543	OGFD1_HUMAN	reviewed	Prolyl 3-hydroxylase OGFOD1 (EC 1.14.11.-) (2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1) (Termination and polyadenylation 1 homolog) (uS12 prolyl 3-hydroxylase)	OGFOD1 KIAA1612 TPA1	Homo sapiens (Human)	542
Q5SWX8	ODR4_HUMAN	reviewed	Protein odr-4 homolog (hODR-4) (LAG1-interacting protein) (Transactivated by transforming growth factor beta protein 1)	ODR4 C1orf27 TTG1 TTG1A	Homo sapiens (Human)	454
Q8NGV0	OR2Y1_HUMAN	reviewed	Olfactory receptor 2Y1 (Olfactory receptor OR5-2)	OR2Y1	Homo sapiens (Human)	311
Q8NH41	OR4KF_HUMAN	reviewed	Olfactory receptor 4K15 (Olfactory receptor OR14-20)	OR4K15	Homo sapiens (Human)	348
P47888	OR3A3_HUMAN	reviewed	Olfactory receptor 3A3 (Olfactory receptor 17-201) (OR17-201) (Olfactory receptor 3A6) (Olfactory receptor 3A7) (Olfactory receptor 3A8) (Olfactory receptor OR17-22)	OR3A3 OR3A6 OR3A7 OR3A8P	Homo sapiens (Human)	321
Q8NGR3	OR1K1_HUMAN	reviewed	Olfactory receptor 1K1	OR1K1	Homo sapiens (Human)	316
Q8NH94	OR1L1_HUMAN	reviewed	Olfactory receptor 1L1 (Olfactory receptor 1L2) (Olfactory receptor 9-C) (OR9-C) (Olfactory receptor OR9-27)	OR1L1 OR1L2	Homo sapiens (Human)	360
Q9H210	OR2D2_HUMAN	reviewed	Olfactory receptor 2D2 (HB2) (Olfactory receptor 11-610) (OR11-610) (Olfactory receptor 2D1) (Olfactory receptor OR11-88)	OR2D2 OR2D1	Homo sapiens (Human)	308
Q8NGH3	OR2D3_HUMAN	reviewed	Olfactory receptor 2D3 (Olfactory receptor OR11-89)	OR2D3	Homo sapiens (Human)	330
Q8NH49	OR4X1_HUMAN	reviewed	Olfactory receptor 4X1 (Olfactory receptor OR11-104)	OR4X1	Homo sapiens (Human)	305
Q8NGS0	OR1N1_HUMAN	reviewed	Olfactory receptor 1N1 (Olfactory receptor 1-26) (OR1-26) (Olfactory receptor 1N3) (Olfactory receptor OR9-22)	OR1N1 OR1N3	Homo sapiens (Human)	311
Q8WZ94	OR5P3_HUMAN	reviewed	Olfactory receptor 5P3 (Olfactory receptor OR11-94) (Olfactory receptor-like protein JCG1)	OR5P3	Homo sapiens (Human)	311
Q5TZ20	OR2G6_HUMAN	reviewed	Olfactory receptor 2G6	OR2G6	Homo sapiens (Human)	316
O95918	OR2H2_HUMAN	reviewed	Olfactory receptor 2H2 (Hs6M1-12) (Olfactory receptor 2H3) (Olfactory receptor-like protein FAT11)	OR2H2 FAT11 OLFR2 OR2H3	Homo sapiens (Human)	312
Q8NH83	OR4A5_HUMAN	reviewed	Olfactory receptor 4A5 (Olfactory receptor OR11-111)	OR4A5	Homo sapiens (Human)	315
Q8NGB2	OR4C5_HUMAN	reviewed	Olfactory receptor 4C5 (Olfactory receptor OR11-99)	OR4C5	Homo sapiens (Human)	326
Q8NG85	OR2L3_HUMAN	reviewed	Olfactory receptor 2L3	OR2L3	Homo sapiens (Human)	312
Q9BRQ5	ORAI3_HUMAN	reviewed	Protein orai-3 (Transmembrane protein 142C)	ORAI3 TMEM142C	Homo sapiens (Human)	295
Q14691	PSF1_HUMAN	reviewed	DNA replication complex GINS protein PSF1 (GINS complex subunit 1)	GINS1 KIAA0186 PSF1	Homo sapiens (Human)	196
Q96R28	OR2M2_HUMAN	reviewed	Olfactory receptor 2M2 (OST423)	OR2M2	Homo sapiens (Human)	347
Q8NGN0	OR4D5_HUMAN	reviewed	Olfactory receptor 4D5 (Olfactory receptor OR11-276)	OR4D5	Homo sapiens (Human)	318
P0DN80	OR5H8_HUMAN	reviewed	Olfactory receptor 5H8 (Olfactory receptor 5H8 pseudogene) (Olfactory receptor OR3-7)	OR5H8 OR5H8P	Homo sapiens (Human)	308
Q9NQN1	OR2S1_HUMAN	reviewed	Olfactory receptor 2S2 (Olfactory receptor OR9-3)	OR2S2	Homo sapiens (Human)	319
O43913	ORC5_HUMAN	reviewed	Origin recognition complex subunit 5	ORC5 ORC5L	Homo sapiens (Human)	435
Q96R69	OR4F4_HUMAN	reviewed	Olfactory receptor 4F4 (HS14a-1-A) (Olfactory receptor OR19-3)	OR4F4	Homo sapiens (Human)	305
Q8NGM9	OR8D4_HUMAN	reviewed	Olfactory receptor 8D4 (Olfactory receptor OR11-275)	OR8D4	Homo sapiens (Human)	314
Q96R30	OR2V2_HUMAN	reviewed	Olfactory receptor 2V2 (Olfactory receptor 2V3) (Olfactory receptor OR5-3)	OR2V2 OR2V3	Homo sapiens (Human)	315
Q9Y3N9	OR2W1_HUMAN	reviewed	Olfactory receptor 2W1 (Hs6M1-15) (Olfactory receptor OR6-13)	OR2W1	Homo sapiens (Human)	320
Q6IEU7	OR5MA_HUMAN	reviewed	Olfactory receptor 5M10 (Olfactory receptor OR11-207)	OR5M10	Homo sapiens (Human)	315
Q8NGY3	OR6K3_HUMAN	reviewed	Olfactory receptor 6K3 (Olfactory receptor OR1-18)	OR6K3	Homo sapiens (Human)	331
Q8NGG5	OR8K1_HUMAN	reviewed	Olfactory receptor 8K1 (Olfactory receptor OR11-182)	OR8K1	Homo sapiens (Human)	319
Q8NGY5	OR6N1_HUMAN	reviewed	Olfactory receptor 6N1	OR6N1	Homo sapiens (Human)	312
Q8NGX9	OR6P1_HUMAN	reviewed	Olfactory receptor 6P1 (Olfactory receptor OR1-12)	OR6P1	Homo sapiens (Human)	317
Q8NGX8	OR6Y1_HUMAN	reviewed	Olfactory receptor 6Y1 (Olfactory receptor 6Y2) (Olfactory receptor OR1-11)	OR6Y1 OR6Y2	Homo sapiens (Human)	325
Q9BRX5	PSF3_HUMAN	reviewed	DNA replication complex GINS protein PSF3 (GINS complex subunit 3)	GINS3 PSF3	Homo sapiens (Human)	216
Q8NGA2	OR7A2_HUMAN	reviewed	Putative olfactory receptor 7A2 (Putative olfactory receptor 7A7)	OR7A2P OR7A2 OR7A7	Homo sapiens (Human)	310
Q8NH87	OR9G1_HUMAN	reviewed	Olfactory receptor 9G1 (Olfactory receptor 9G5) (Olfactory receptor OR11-114)	OR9G1 OR9G5	Homo sapiens (Human)	305
Q8NGQ6	OR9I1_HUMAN	reviewed	Olfactory receptor 9I1 (Olfactory receptor OR11-228)	OR9I1	Homo sapiens (Human)	314
Q8NGQ5	OR9Q1_HUMAN	reviewed	Olfactory receptor 9Q1	OR9Q1	Homo sapiens (Human)	310
